isco_1d,telework_score
1,0.7009961984848485
2,0.6117232448160536
3,0.07735603
4,0.6113578909615385
5,0.24196927162790696
6,0.020310046923076922
7,0.01120257476635514
8,0.0408377144966443
9,0.0
