isco_2d,telework_score
11,0.7009961984848485
21,0.5584678959210526
22,0.1009046551724138
23,0.9344262295081968
24,0.7772676636666667
25,1.0
26,0.6542314070175439
32,0.07735603
41,0.6113578909615385
51,0.1727389125
52,0.47619047619047616
54,0.15280215285714285
61,0.020310046923076922
71,0.0035477767857142856
72,0.0196078431372549
81,0.042073024509803915
83,0.03815682893617021
91,0.0
