iso2_code,year,quarter,total_pushers,n_languages,quarter_id,log_pushers,banned_persistent,italy_temp_ban,country,treatment_type,post_chatgpt,treat_did
AD,2023,1,103,1,20231,4.6443908991413725,0,0,,none,1,0
AD,2023,2,211,2,20232,5.356586274672012,0,0,,none,1,0
AD,2023,4,108,1,20234,4.6913478822291435,0,0,,none,1,0
AD,2024,1,222,2,20241,5.407171771460119,0,0,,none,1,0
AD,2024,2,360,3,20242,5.8888779583328805,0,0,,none,1,0
AD,2024,3,116,1,20243,4.762173934797756,0,0,,none,1,0
AD,2024,4,366,3,20244,5.905361848054571,0,0,,none,1,0
AD,2025,1,436,3,20251,6.07993319509559,0,0,,none,1,0
AD,2025,2,782,5,20252,6.663132695990803,0,0,,none,1,0
AD,2025,3,621,4,20253,6.432940092739179,0,0,,none,1,0
AE,2020,1,11453,23,20201,9.346094292953802,0,0,,none,0,0
AE,2020,2,16135,23,20202,9.688808079634049,0,0,,none,0,0
AE,2020,3,16141,24,20203,9.689179849884317,0,0,,none,0,0
AE,2020,4,17174,25,20204,9.751210117090551,0,0,,none,0,0
AE,2021,1,17989,26,20211,9.79757132694458,0,0,,none,0,0
AE,2021,2,19723,26,20212,9.889591447344017,0,0,,none,0,0
AE,2021,3,19420,27,20213,9.874110233825451,0,0,,none,0,0
AE,2021,4,20087,29,20214,9.907877900837422,0,0,,none,0,0
AE,2022,1,23812,30,20221,10.077986929023943,0,0,,none,0,0
AE,2022,2,26679,32,20222,10.19166950002956,0,0,,none,0,0
AE,2022,3,27135,32,20223,10.20861653859163,0,0,,none,0,0
AE,2022,4,30623,37,20224,10.329539294252681,0,0,,none,1,0
AE,2023,1,33578,38,20231,10.421656150557377,0,0,,none,1,0
AE,2023,2,35920,41,20232,10.489077361672273,0,0,,none,1,0
AE,2023,3,35009,40,20233,10.463389013948712,0,0,,none,1,0
AE,2023,4,38359,44,20234,10.554770528997375,0,0,,none,1,0
AE,2024,1,41956,43,20241,10.644400563290736,0,0,,none,1,0
AE,2024,2,44994,46,20242,10.714306651468048,0,0,,none,1,0
AE,2024,3,45404,45,20243,10.723377510123928,0,0,,none,1,0
AE,2024,4,49781,48,20244,10.81540875189234,0,0,,none,1,0
AE,2025,1,55240,50,20251,10.919460710183415,0,0,,none,1,0
AE,2025,2,69740,53,20252,11.15254365910017,0,0,,none,1,0
AE,2025,3,74751,56,20253,11.221931246747845,0,0,,none,1,0
AF,2020,1,101,1,20201,4.624972813284271,0,0,,none,0,0
AF,2020,2,160,1,20202,5.081404364984463,0,0,,none,0,0
AF,2020,3,147,1,20203,4.997212273764115,0,0,,none,0,0
AF,2020,4,370,3,20204,5.916202062607435,0,0,,none,0,0
AF,2021,1,777,5,20211,6.656726524178391,0,0,,none,0,0
AF,2021,2,700,4,20212,6.55250788703459,0,0,,none,0,0
AF,2021,3,530,3,20213,6.274762021241939,0,0,,none,0,0
AF,2021,4,608,3,20214,6.411818267709897,0,0,,none,0,0
AF,2022,1,840,3,20221,6.734591659972948,0,0,,none,0,0
AF,2022,2,1305,4,20222,7.174724309836376,0,0,,none,0,0
AF,2022,3,1728,6,20223,7.455298485683291,0,0,,none,0,0
AF,2022,4,1774,6,20224,7.4815557019095165,0,0,,none,1,0
AF,2023,1,1769,5,20231,7.478734825567875,0,0,,none,1,0
AF,2023,2,2377,9,20232,7.774015077250727,0,0,,none,1,0
AF,2023,3,1744,4,20233,7.4645098346365275,0,0,,none,1,0
AF,2023,4,2026,5,20234,7.614312146452,0,0,,none,1,0
AF,2024,1,2413,6,20241,7.789040401657477,0,0,,none,1,0
AF,2024,2,2513,6,20242,7.829630389150193,0,0,,none,1,0
AF,2024,3,3082,8,20243,8.03365842788615,0,0,,none,1,0
AF,2024,4,3090,7,20244,8.036249942132116,0,0,,none,1,0
AF,2025,1,3015,6,20251,8.011686729127847,0,0,,none,1,0
AF,2025,2,4205,9,20252,8.344267356262645,0,0,,none,1,0
AF,2025,3,5460,11,20253,8.605387202152153,0,0,,none,1,0
AL,2020,1,3916,9,20201,8.27308133366583,0,0,,none,0,0
AL,2020,2,5308,13,20202,8.57715877258367,0,0,,none,0,0
AL,2020,3,3866,10,20203,8.260234291607297,0,0,,none,0,0
AL,2020,4,4653,11,20204,8.445482343862237,0,0,,none,0,0
AL,2021,1,6388,14,20211,8.762333040602343,0,0,,none,0,0
AL,2021,2,6844,14,20212,8.83127373772255,0,0,,none,0,0
AL,2021,3,5042,11,20213,8.525756422076725,0,0,,none,0,0
AL,2021,4,4741,11,20214,8.464214266625351,0,0,,none,0,0
AL,2022,1,6238,13,20221,8.738575192110787,0,0,,none,0,0
AL,2022,2,8689,14,20222,9.069928218259438,0,0,,none,0,0
AL,2022,3,6131,11,20223,8.721276239991704,0,0,,none,0,0
AL,2022,4,5935,11,20224,8.688790784847216,0,0,,none,1,0
AL,2023,1,5312,11,20231,8.577911926450943,0,0,,none,1,0
AL,2023,2,6609,14,20232,8.796338932845732,0,0,,none,1,0
AL,2023,3,5130,11,20233,8.543055850941965,0,0,,none,1,0
AL,2023,4,5598,11,20234,8.630343289348893,0,0,,none,1,0
AL,2024,1,6278,12,20241,8.744966011114109,0,0,,none,1,0
AL,2024,2,7149,12,20242,8.874867635688053,0,0,,none,1,0
AL,2024,3,5621,11,20243,8.634442751466477,0,0,,none,1,0
AL,2024,4,6210,12,20244,8.734077192559303,0,0,,none,1,0
AL,2025,1,8481,14,20251,9.045701550034536,0,0,,none,1,0
AL,2025,2,9964,15,20252,9.206834232646894,0,0,,none,1,0
AL,2025,3,7957,15,20253,8.981932990986873,0,0,,none,1,0
AM,2020,1,8324,18,20201,9.027018314848645,0,0,,none,0,0
AM,2020,2,10101,21,20202,9.220488703027998,0,0,,none,0,0
AM,2020,3,9280,18,20203,9.135724578595394,0,0,,none,0,0
AM,2020,4,7949,18,20204,8.980927207648378,0,0,,none,0,0
AM,2021,1,11367,21,20211,9.338557669776936,0,0,,none,0,0
AM,2021,2,12440,22,20212,9.42875274891449,0,0,,none,0,0
AM,2021,3,11829,21,20213,9.378393956972433,0,0,,none,0,0
AM,2021,4,11839,19,20214,9.379238908437996,0,0,,none,0,0
AM,2022,1,13941,20,20221,9.542661146046344,0,0,,none,0,0
AM,2022,2,20601,26,20222,9.933143437443638,0,0,,none,0,0
AM,2022,3,19437,25,20223,9.874985192063416,0,0,,none,0,0
AM,2022,4,25638,27,20224,10.151869908713964,0,0,,none,1,0
AM,2023,1,27101,32,20231,10.20736280488266,0,0,,none,1,0
AM,2023,2,26619,31,20232,10.189418091949102,0,0,,none,1,0
AM,2023,3,23930,30,20233,10.08292996857924,0,0,,none,1,0
AM,2023,4,23463,29,20234,10.063222610657286,0,0,,none,1,0
AM,2024,1,23162,30,20241,10.050311456976926,0,0,,none,1,0
AM,2024,2,23646,31,20242,10.070991535979658,0,0,,none,1,0
AM,2024,3,20821,29,20243,9.943765399034698,0,0,,none,1,0
AM,2024,4,21012,30,20244,9.952896572793671,0,0,,none,1,0
AM,2025,1,22030,29,20251,10.000205831412565,0,0,,none,1,0
AM,2025,2,23907,29,20252,10.081968409944144,0,0,,none,1,0
AM,2025,3,22946,30,20253,10.040942487989975,0,0,,none,1,0
AO,2020,1,536,3,20201,6.285998094508865,0,0,,none,0,0
AO,2020,2,1000,4,20202,6.90875477931522,0,0,,none,0,0
AO,2020,3,1146,4,20203,7.044905117129371,0,0,,none,0,0
AO,2020,4,1098,4,20204,7.002155954403621,0,0,,none,0,0
AO,2021,1,1462,6,20211,7.288244401020124,0,0,,none,0,0
AO,2021,2,2031,8,20212,7.616775808698373,0,0,,none,0,0
AO,2021,3,2080,8,20213,7.640603826393634,0,0,,none,0,0
AO,2021,4,2013,7,20214,7.607878073278507,0,0,,none,0,0
AO,2022,1,2706,8,20221,7.903596289614301,0,0,,none,0,0
AO,2022,2,2807,8,20222,7.940227765145702,0,0,,none,0,0
AO,2022,3,2760,7,20223,7.923348211930154,0,0,,none,0,0
AO,2022,4,3008,8,20224,8.009363076630045,0,0,,none,1,0
AO,2023,1,3465,9,20231,8.150756470275551,0,0,,none,1,0
AO,2023,2,3471,8,20232,8.15248607578024,0,0,,none,1,0
AO,2023,3,4044,9,20233,8.305236829492593,0,0,,none,1,0
AO,2023,4,4222,11,20234,8.348301054933943,0,0,,none,1,0
AO,2024,1,5083,13,20241,8.533853632309345,0,0,,none,1,0
AO,2024,2,5542,13,20242,8.620291149419804,0,0,,none,1,0
AO,2024,3,5634,13,20243,8.636752426473876,0,0,,none,1,0
AO,2024,4,5831,14,20244,8.671115273688494,0,0,,none,1,0
AO,2025,1,6776,14,20251,8.821289805136113,0,0,,none,1,0
AO,2025,2,8665,17,20252,9.067162602299854,0,0,,none,1,0
AO,2025,3,9143,14,20253,9.120853205474647,0,0,,none,1,0
AR,2020,1,71433,47,20201,11.176529225461161,0,0,,none,0,0
AR,2020,2,103955,57,20202,11.55172301167814,0,0,,none,0,0
AR,2020,3,120759,65,20203,11.701560383820775,0,0,,none,0,0
AR,2020,4,125285,66,20204,11.738354402798118,0,0,,none,0,0
AR,2021,1,112541,62,20211,11.631081764288396,0,0,,none,0,0
AR,2021,2,151309,74,20212,11.927085991445617,0,0,,none,0,0
AR,2021,3,167513,74,20213,12.028822208844023,0,0,,none,0,0
AR,2021,4,178436,73,20214,12.091990876726964,0,0,,none,0,0
AR,2022,1,180549,67,20221,12.103763026705604,0,0,,none,0,0
AR,2022,2,249556,80,20222,12.427442624995232,0,0,,none,0,0
AR,2022,3,282460,83,20223,12.551295766941081,0,0,,none,0,0
AR,2022,4,275697,85,20224,12.527061342723696,0,0,,none,1,0
AR,2023,1,245227,92,20231,12.409943669020649,0,0,,none,1,0
AR,2023,2,278423,96,20232,12.536900410623353,0,0,,none,1,0
AR,2023,3,269416,96,20233,12.504015644159757,0,0,,none,1,0
AR,2023,4,271215,97,20234,12.510670830358267,0,0,,none,1,0
AR,2024,1,203265,93,20241,12.222270745098946,0,0,,none,1,0
AR,2024,2,266241,102,20242,12.492160948605996,0,0,,none,1,0
AR,2024,3,265786,107,20243,12.4904505151111,0,0,,none,1,0
AR,2024,4,265496,92,20244,12.489358820165263,0,0,,none,1,0
AR,2025,1,193934,83,20251,12.175278330356763,0,0,,none,1,0
AR,2025,2,290406,95,20252,12.579038666325461,0,0,,none,1,0
AR,2025,3,312985,90,20253,12.65391374008744,0,0,,none,1,0
AT,2020,1,53974,57,20201,10.896276255383007,0,0,,none,0,0
AT,2020,2,57866,58,20202,10.96590255289235,0,0,,none,0,0
AT,2020,3,51106,59,20203,10.841676753111399,0,0,,none,0,0
AT,2020,4,61461,69,20204,11.026174376645413,0,0,,none,0,0
AT,2021,1,67947,71,20211,11.126497985739201,0,0,,none,0,0
AT,2021,2,66298,70,20212,11.101930093103945,0,0,,none,0,0
AT,2021,3,56750,67,20213,10.946428556333773,0,0,,none,0,0
AT,2021,4,67840,73,20214,11.124922010923182,0,0,,none,0,0
AT,2022,1,77573,82,20221,11.258987598482609,0,0,,none,0,0
AT,2022,2,78252,78,20222,11.26770244632564,0,0,,none,0,0
AT,2022,3,69257,70,20223,11.145593940842968,0,0,,none,0,0
AT,2022,4,81153,84,20224,11.304103863163567,0,0,,none,1,0
AT,2023,1,88790,84,20231,11.394040572492514,0,0,,none,1,0
AT,2023,2,85024,83,20232,11.350700609875396,0,0,,none,1,0
AT,2023,3,78351,83,20233,11.268966773942099,0,0,,none,1,0
AT,2023,4,89918,87,20234,11.406664544069239,0,0,,none,1,0
AT,2024,1,96876,91,20241,11.48119741160383,0,0,,none,1,0
AT,2024,2,95969,88,20242,11.471790921611673,0,0,,none,1,0
AT,2024,3,84434,88,20243,11.343737286566236,0,0,,none,1,0
AT,2024,4,98496,88,20244,11.497781369843569,0,0,,none,1,0
AT,2025,1,110107,94,20251,11.609216981288148,0,0,,none,1,0
AT,2025,2,115464,96,20252,11.656722732717995,0,0,,none,1,0
AT,2025,3,104476,94,20253,11.556722230468612,0,0,,none,1,0
AU,2020,1,157758,93,20201,11.968823831073978,0,0,,none,0,0
AU,2020,2,189040,98,20202,12.149719201732536,0,0,,none,0,0
AU,2020,3,194931,106,20203,12.180406058780923,0,0,,none,0,0
AU,2020,4,186431,103,20204,12.135821840319107,0,0,,none,0,0
AU,2021,1,182675,111,20211,12.115469370847254,0,0,,none,0,0
AU,2021,2,199594,112,20212,12.20404559244554,0,0,,none,0,0
AU,2021,3,211843,118,20213,12.263605433727742,0,0,,none,0,0
AU,2021,4,197210,115,20214,12.192029500528037,0,0,,none,0,0
AU,2022,1,200171,115,20221,12.206932275942055,0,0,,none,0,0
AU,2022,2,217285,123,20222,12.288969737109644,0,0,,none,0,0
AU,2022,3,224408,119,20223,12.321225558778288,0,0,,none,0,0
AU,2022,4,225825,121,20224,12.327520070215924,0,0,,none,1,0
AU,2023,1,220555,119,20231,12.303906909878528,0,0,,none,1,0
AU,2023,2,239176,126,20232,12.384959142589382,0,0,,none,1,0
AU,2023,3,245795,129,20233,12.412257202588656,0,0,,none,1,0
AU,2023,4,249197,129,20234,12.426003040181046,0,0,,none,1,0
AU,2024,1,240046,123,20241,12.388590016484617,0,0,,none,1,0
AU,2024,2,273909,133,20242,12.520554864259772,0,0,,none,1,0
AU,2024,3,281031,131,20243,12.54622382083572,0,0,,none,1,0
AU,2024,4,274597,133,20244,12.52306348896829,0,0,,none,1,0
AU,2025,1,275976,135,20251,12.528072807893539,0,0,,none,1,0
AU,2025,2,337549,141,20252,12.729468926470016,0,0,,none,1,0
AU,2025,3,358838,146,20253,12.790629098912008,0,0,,none,1,0
AZ,2020,1,4152,8,20201,8.331586243630754,0,0,,none,0,0
AZ,2020,2,5187,9,20202,8.554103545436334,0,0,,none,0,0
AZ,2020,3,6249,13,20203,8.740336742730447,0,0,,none,0,0
AZ,2020,4,5558,12,20204,8.62317351495347,0,0,,none,0,0
AZ,2021,1,7897,15,20211,8.974364841846596,0,0,,none,0,0
AZ,2021,2,8994,17,20212,9.104424146384634,0,0,,none,0,0
AZ,2021,3,8772,15,20213,9.079434102128383,0,0,,none,0,0
AZ,2021,4,10262,17,20214,9.236300473645715,0,0,,none,0,0
AZ,2022,1,12875,23,20221,9.463120392418698,0,0,,none,0,0
AZ,2022,2,15463,24,20222,9.646270020888167,0,0,,none,0,0
AZ,2022,3,15466,23,20223,9.64646400103814,0,0,,none,0,0
AZ,2022,4,19686,27,20224,9.887713798420087,0,0,,none,1,0
AZ,2023,1,20380,24,20231,9.922358373286379,0,0,,none,1,0
AZ,2023,2,21904,26,20232,9.994470200248,0,0,,none,1,0
AZ,2023,3,19822,24,20233,9.894598158690211,0,0,,none,1,0
AZ,2023,4,20363,24,20234,9.921523915022227,0,0,,none,1,0
AZ,2024,1,21125,24,20241,9.958259788383108,0,0,,none,1,0
AZ,2024,2,21843,25,20242,9.991681563272044,0,0,,none,1,0
AZ,2024,3,20395,25,20243,9.923094082175046,0,0,,none,1,0
AZ,2024,4,20194,25,20244,9.913190327997514,0,0,,none,1,0
AZ,2025,1,20941,26,20251,9.949511990847407,0,0,,none,1,0
AZ,2025,2,23483,26,20252,10.064074617184076,0,0,,none,1,0
AZ,2025,3,22454,26,20253,10.01926858552184,0,0,,none,1,0
BA,2020,1,7071,16,20201,8.863898604317479,0,0,,none,0,0
BA,2020,2,7708,16,20202,8.950143756459262,0,0,,none,0,0
BA,2020,3,6657,17,20203,8.80357441813497,0,0,,none,0,0
BA,2020,4,7484,15,20204,8.920656296853728,0,0,,none,0,0
BA,2021,1,9280,18,20211,9.135724578595394,0,0,,none,0,0
BA,2021,2,9854,18,20212,9.19573421958682,0,0,,none,0,0
BA,2021,3,7822,18,20213,8.96482339168508,0,0,,none,0,0
BA,2021,4,8747,16,20214,9.076580381796658,0,0,,none,0,0
BA,2022,1,9260,17,20221,9.13356731317027,0,0,,none,0,0
BA,2022,2,9732,18,20222,9.183277452426493,0,0,,none,0,0
BA,2022,3,8775,18,20223,9.079776001955066,0,0,,none,0,0
BA,2022,4,10238,21,20224,9.233959237574817,0,0,,none,1,0
BA,2023,1,11200,22,20231,9.32375833901174,0,0,,none,1,0
BA,2023,2,11816,21,20232,9.377294451639015,0,0,,none,1,0
BA,2023,3,9627,21,20233,9.172430798902962,0,0,,none,1,0
BA,2023,4,9368,19,20234,9.145161645951188,0,0,,none,1,0
BA,2024,1,11941,24,20241,9.387816877106937,0,0,,none,1,0
BA,2024,2,11386,22,20242,9.340227632810604,0,0,,none,1,0
BA,2024,3,9426,22,20243,9.15133319139615,0,0,,none,1,0
BA,2024,4,9413,20,20244,9.149953221961088,0,0,,none,1,0
BA,2025,1,12605,23,20251,9.441928170073055,0,0,,none,1,0
BA,2025,2,13689,23,20252,9.524420918282495,0,0,,none,1,0
BA,2025,3,11487,23,20253,9.349058291288005,0,0,,none,1,0
BB,2020,2,106,1,20202,4.672828834461906,0,0,,none,0,0
BB,2021,1,111,1,20211,4.718498871295094,0,0,,none,0,0
BB,2021,2,235,2,20212,5.4638318050256105,0,0,,none,0,0
BB,2021,3,102,1,20213,4.634728988229636,0,0,,none,0,0
BB,2023,2,103,1,20232,4.6443908991413725,0,0,,none,1,0
BB,2024,4,368,3,20244,5.910796644040527,0,0,,none,1,0
BB,2025,1,439,3,20251,6.0867747269123065,0,0,,none,1,0
BB,2025,2,397,3,20252,5.986452005284438,0,0,,none,1,0
BB,2025,3,232,2,20253,5.4510384535657,0,0,,none,1,0
BD,2020,1,50361,30,20201,10.826992201428478,0,0,,none,0,0
BD,2020,2,62464,34,20202,11.04236167886593,0,0,,none,0,0
BD,2020,3,78484,38,20203,11.270662802709307,0,0,,none,0,0
BD,2020,4,84354,41,20204,11.342789363040076,0,0,,none,0,0
BD,2021,1,98472,43,20211,11.497537677909582,0,0,,none,0,0
BD,2021,2,104793,43,20212,11.559751797321729,0,0,,none,0,0
BD,2021,3,126196,45,20213,11.745599457015889,0,0,,none,0,0
BD,2021,4,122920,51,20214,11.719297151583929,0,0,,none,0,0
BD,2022,1,140227,49,20221,11.851024948335597,0,0,,none,0,0
BD,2022,2,135244,48,20222,11.814843227448664,0,0,,none,0,0
BD,2022,3,154881,52,20223,11.950418815650169,0,0,,none,0,0
BD,2022,4,151317,54,20224,11.927138861636093,0,0,,none,1,0
BD,2023,1,164494,61,20231,12.010635453588844,0,0,,none,1,0
BD,2023,2,156193,52,20232,11.958854103358018,0,0,,none,1,0
BD,2023,3,182311,58,20233,12.113474784062607,0,0,,none,1,0
BD,2023,4,179501,59,20234,12.09794162890968,0,0,,none,1,0
BD,2024,1,188328,59,20241,12.145945712346203,0,0,,none,1,0
BD,2024,2,177640,57,20242,12.08751993875295,0,0,,none,1,0
BD,2024,3,188833,61,20243,12.148623601225989,0,0,,none,1,0
BD,2024,4,220044,65,20244,12.301587349872475,0,0,,none,1,0
BD,2025,1,226377,65,20251,12.329961447444672,0,0,,none,1,0
BD,2025,2,250646,67,20252,12.431800853739112,0,0,,none,1,0
BD,2025,3,305827,71,20253,12.630778131398598,0,0,,none,1,0
BE,2020,1,65920,57,20201,11.096212334371204,0,0,,none,0,0
BE,2020,2,71692,61,20202,11.180148392811926,0,0,,none,0,0
BE,2020,3,62251,58,20203,11.0389459423249,0,0,,none,0,0
BE,2020,4,78410,74,20204,11.269719502618965,0,0,,none,0,0
BE,2021,1,81220,72,20211,11.304929113402858,0,0,,none,0,0
BE,2021,2,80035,76,20212,11.290231812436383,0,0,,none,0,0
BE,2021,3,64972,66,20213,11.081727077966303,0,0,,none,0,0
BE,2021,4,82066,76,20214,11.315291265794556,0,0,,none,0,0
BE,2022,1,84599,77,20221,11.345689545594315,0,0,,none,0,0
BE,2022,2,86912,79,20222,11.372662897303137,0,0,,none,0,0
BE,2022,3,74291,76,20223,11.215758553307232,0,0,,none,0,0
BE,2022,4,91390,83,20224,11.422902284322587,0,0,,none,1,0
BE,2023,1,92670,79,20231,11.436810865501256,0,0,,none,1,0
BE,2023,2,91532,84,20232,11.424454841980669,0,0,,none,1,0
BE,2023,3,77811,80,20233,11.262050939917708,0,0,,none,1,0
BE,2023,4,95703,89,20234,11.46901537385074,0,0,,none,1,0
BE,2024,1,97493,90,20241,11.487546116630831,0,0,,none,1,0
BE,2024,2,100973,89,20242,11.522618336941129,0,0,,none,1,0
BE,2024,3,85949,85,20243,11.361521010810995,0,0,,none,1,0
BE,2024,4,106539,88,20244,11.57627578047099,0,0,,none,1,0
BE,2025,1,111504,92,20251,11.621824711926218,0,0,,none,1,0
BE,2025,2,120184,91,20252,11.696787501282762,0,0,,none,1,0
BE,2025,3,105102,86,20253,11.56269610070124,0,0,,none,1,0
BF,2020,2,107,1,20202,4.68213122712422,0,0,,none,0,0
BF,2020,3,110,1,20203,4.709530201312334,0,0,,none,0,0
BF,2020,4,114,1,20204,4.74493212836325,0,0,,none,0,0
BF,2021,1,139,1,20211,4.941642422609304,0,0,,none,0,0
BF,2021,2,689,5,20212,6.536691597591305,0,0,,none,0,0
BF,2021,3,231,2,20213,5.44673737166631,0,0,,none,0,0
BF,2021,4,104,1,20214,4.653960350157523,0,0,,none,0,0
BF,2022,1,535,3,20221,6.284134161070802,0,0,,none,0,0
BF,2022,2,748,5,20222,6.618738983517219,0,0,,none,0,0
BF,2022,3,893,5,20223,6.795705775173514,0,0,,none,0,0
BF,2022,4,760,4,20224,6.634633357861686,0,0,,none,1,0
BF,2023,1,792,4,20231,6.675823221634848,0,0,,none,1,0
BF,2023,2,851,4,20232,6.747586526829315,0,0,,none,1,0
BF,2023,3,1531,7,20233,7.3343293503005365,0,0,,none,1,0
BF,2023,4,1282,6,20234,7.1569563646156364,0,0,,none,1,0
BF,2024,1,866,4,20241,6.7650389767805414,0,0,,none,1,0
BF,2024,2,1078,5,20242,6.983789965258135,0,0,,none,1,0
BF,2024,3,1752,7,20243,7.469083884921234,0,0,,none,1,0
BF,2024,4,1714,7,20244,7.44716835960004,0,0,,none,1,0
BF,2025,1,2388,8,20251,7.77863014732581,0,0,,none,1,0
BF,2025,2,3358,10,20252,8.119398589612294,0,0,,none,1,0
BF,2025,3,4183,13,20253,8.339023005744759,0,0,,none,1,0
BG,2020,1,29435,33,20201,10.28997369404649,0,0,,none,0,0
BG,2020,2,32244,33,20202,10.381118271444478,0,0,,none,0,0
BG,2020,3,28289,35,20203,10.250263664295613,0,0,,none,0,0
BG,2020,4,32877,35,20204,10.400559020069455,0,0,,none,0,0
BG,2021,1,37946,41,20211,10.543945728315652,0,0,,none,0,0
BG,2021,2,37507,41,20212,10.532309522539515,0,0,,none,0,0
BG,2021,3,32213,40,20213,10.380156419650625,0,0,,none,0,0
BG,2021,4,35473,41,20214,10.476555312765532,0,0,,none,0,0
BG,2022,1,42965,46,20221,10.668164384234995,0,0,,none,0,0
BG,2022,2,45049,49,20222,10.715528263036484,0,0,,none,0,0
BG,2022,3,39355,45,20223,10.580403719985656,0,0,,none,0,0
BG,2022,4,45723,46,20224,10.730378603145668,0,0,,none,1,0
BG,2023,1,51613,54,20231,10.851548232499086,0,0,,none,1,0
BG,2023,2,51983,52,20232,10.858691257908882,0,0,,none,1,0
BG,2023,3,44613,48,20233,10.705802990096727,0,0,,none,1,0
BG,2023,4,50263,49,20234,10.825044394082783,0,0,,none,1,0
BG,2024,1,57097,54,20241,10.952524368760965,0,0,,none,1,0
BG,2024,2,54578,53,20242,10.907404472364913,0,0,,none,1,0
BG,2024,3,44594,49,20243,10.705377024100308,0,0,,none,1,0
BG,2024,4,51279,51,20244,10.845056091594552,0,0,,none,1,0
BG,2025,1,59555,55,20251,10.994672325375442,0,0,,none,1,0
BG,2025,2,63246,56,20252,11.05480297463485,0,0,,none,1,0
BG,2025,3,55011,55,20253,10.9153066222346,0,0,,none,1,0
BH,2020,1,225,2,20201,5.420534999272286,0,0,,none,0,0
BH,2020,2,579,3,20202,6.363028103540465,0,0,,none,0,0
BH,2020,3,698,4,20203,6.54965074223381,0,0,,none,0,0
BH,2020,4,839,5,20204,6.733401891837359,0,0,,none,0,0
BH,2021,1,989,5,20211,6.897704943128636,0,0,,none,0,0
BH,2021,2,1076,5,20212,6.981934677156389,0,0,,none,0,0
BH,2021,3,1057,5,20213,6.964135612418245,0,0,,none,0,0
BH,2021,4,1239,5,20214,7.122866658599083,0,0,,none,0,0
BH,2022,1,1236,5,20221,7.1204443723924875,0,0,,none,0,0
BH,2022,2,1092,5,20222,6.996681488176539,0,0,,none,0,0
BH,2022,3,926,4,20223,6.831953565565855,0,0,,none,0,0
BH,2022,4,1629,5,20224,7.396335293800808,0,0,,none,1,0
BH,2023,1,1480,5,20231,7.300472814267799,0,0,,none,1,0
BH,2023,2,1457,5,20232,7.284820912568604,0,0,,none,1,0
BH,2023,3,1360,5,20233,7.215975002651466,0,0,,none,1,0
BH,2023,4,2153,6,20234,7.675081857716334,0,0,,none,1,0
BH,2024,1,2523,8,20241,7.8336002236611035,0,0,,none,1,0
BH,2024,2,2966,10,20242,7.995306620290822,0,0,,none,1,0
BH,2024,3,2934,9,20243,7.984462732262196,0,0,,none,1,0
BH,2024,4,4835,13,20244,8.483843211734683,0,0,,none,1,0
BH,2025,1,4011,9,20251,8.297045149081827,0,0,,none,1,0
BH,2025,2,6043,13,20252,8.70682132339263,0,0,,none,1,0
BH,2025,3,5466,12,20253,8.606485298894999,0,0,,none,1,0
BI,2022,1,219,2,20221,5.393627546352362,0,0,,none,0,0
BI,2022,2,103,1,20222,4.6443908991413725,0,0,,none,0,0
BI,2022,3,377,3,20223,5.934894195619588,0,0,,none,0,0
BI,2022,4,400,3,20224,5.993961427306569,0,0,,none,1,0
BI,2023,1,404,3,20231,6.003887067106539,0,0,,none,1,0
BI,2023,2,412,3,20232,6.023447592961033,0,0,,none,1,0
BI,2023,3,408,3,20233,6.013715156042802,0,0,,none,1,0
BI,2023,4,217,2,20234,5.384495062789089,0,0,,none,1,0
BI,2024,1,410,3,20241,6.018593214496234,0,0,,none,1,0
BI,2024,2,460,3,20242,6.133398042996649,0,0,,none,1,0
BI,2024,3,483,3,20243,6.182084906716632,0,0,,none,1,0
BI,2024,4,569,3,20244,6.345636360828596,0,0,,none,1,0
BI,2025,1,599,3,20251,6.396929655216146,0,0,,none,1,0
BI,2025,2,821,4,20252,6.71174039505618,0,0,,none,1,0
BI,2025,3,961,4,20253,6.8690144506657065,0,0,,none,1,0
BJ,2020,1,385,3,20201,5.955837369464831,0,0,,none,0,0
BJ,2020,2,565,3,20202,6.338594078203183,0,0,,none,0,0
BJ,2020,3,613,3,20203,6.419994928147142,0,0,,none,0,0
BJ,2020,4,873,5,20204,6.773080375655535,0,0,,none,0,0
BJ,2021,1,716,4,20211,6.57507584059962,0,0,,none,0,0
BJ,2021,2,1360,6,20212,7.215975002651466,0,0,,none,0,0
BJ,2021,3,1624,6,20213,7.393263094763838,0,0,,none,0,0
BJ,2021,4,1781,8,20214,7.485491608030754,0,0,,none,0,0
BJ,2022,1,2126,8,20221,7.6624678152002375,0,0,,none,0,0
BJ,2022,2,2498,8,20222,7.823645930834952,0,0,,none,0,0
BJ,2022,3,3282,10,20223,8.096512917501594,0,0,,none,0,0
BJ,2022,4,3340,10,20224,8.114025442356757,0,0,,none,1,0
BJ,2023,1,3628,10,20231,8.19671240721307,0,0,,none,1,0
BJ,2023,2,4512,11,20232,8.414717399827001,0,0,,none,1,0
BJ,2023,3,4670,13,20233,8.449128460502108,0,0,,none,1,0
BJ,2023,4,4968,17,20234,8.51097389160232,0,0,,none,1,0
BJ,2024,1,6127,19,20241,8.720623711420426,0,0,,none,1,0
BJ,2024,2,6741,19,20242,8.816111895794005,0,0,,none,1,0
BJ,2024,3,6579,14,20243,8.791790024319363,0,0,,none,1,0
BJ,2024,4,6973,18,20244,8.849944227235596,0,0,,none,1,0
