event_time,coef,se,ci_low,ci_high,pval,specification
1,0.054529674116805045,0.0007533832613195044,0.053053042924618814,0.056006305308991276,0.0,epi_tercile_high_hhi_norm
2,0.05407895391393009,0.0009426944856781974,0.05223127272200082,0.05592663510585936,0.0,epi_tercile_high_hhi_norm
3,0.055002157296700147,0.0006417998154271434,0.05374422965846295,0.056260084934937345,0.0,epi_tercile_high_hhi_norm
4,0.054542539062562026,0.0007080304983677192,0.0531547992857613,0.05593027883936275,0.0,epi_tercile_high_hhi_norm
5,0.054167286991669165,0.0007288710487905316,0.05273869973603972,0.05559587424729861,0.0,epi_tercile_high_hhi_norm
6,0.05334440385710772,0.000843439491994295,0.0516912624527989,0.054997545261416536,0.0,epi_tercile_high_hhi_norm
7,0.05644607378224131,0.001188923167406379,0.05411578437412481,0.05877636319035782,0.0,epi_tercile_high_hhi_norm
8,0.05725751942228072,0.0013357976110708828,0.05463935610458179,0.059875682739979647,0.0,epi_tercile_high_hhi_norm
9,0.05914966814515509,0.0014719844520263389,0.056264578619183464,0.06203475767112672,0.0,epi_tercile_high_hhi_norm
10,0.058338945647557254,0.0012553147772275015,0.05587852868419135,0.060799362610923155,0.0,epi_tercile_high_hhi_norm
-12,2.818454462559652,0.024646258387520475,2.7701477961201117,2.866761128999192,0.0,epi_tercile_high_entropy
-11,2.863398473115361,0.014988604708249356,2.8340208078871925,2.89277613834353,0.0,epi_tercile_high_entropy
-10,2.893594978660842,0.011705825290206607,2.870651561092037,2.916538396229647,0.0,epi_tercile_high_entropy
-9,2.9404373651507973,0.01589296508528775,2.9092871535836333,2.9715875767179614,0.0,epi_tercile_high_entropy
-8,2.959679317494885,0.011013559903595645,2.9380927400838375,2.9812658949059325,0.0,epi_tercile_high_entropy
-7,2.9721026654716223,0.010403568108056668,2.9517116719798313,2.9924936589634132,0.0,epi_tercile_high_entropy
-6,2.959414939510802,0.012180018160776733,2.9355421039156795,2.983287775105924,0.0,epi_tercile_high_entropy
-5,2.978153197590986,0.010787578525625506,2.95700954368076,2.999296851501212,0.0,epi_tercile_high_entropy
-4,2.9950629807885543,0.01105741325066335,2.973390450817254,3.0167355107598546,0.0,epi_tercile_high_entropy
-3,3.0276121274375885,0.009165940337386538,3.009646884376311,3.045577370498866,0.0,epi_tercile_high_entropy
-2,3.0345947036642573,0.010510477846883946,3.013994167084365,3.05519524024415,0.0,epi_tercile_high_entropy
-1,0.0,0.0,0.0,0.0,,epi_tercile_high_entropy
0,3.073470897137617,0.009858574254604005,3.0541480915985932,3.0927937026766408,0.0,epi_tercile_high_entropy
1,3.079894090167586,0.012189881427120545,3.05600192257043,3.1037862577647424,0.0,epi_tercile_high_entropy
2,3.082494305363573,0.010777935940430954,3.0613695509203285,3.103619059806818,0.0,epi_tercile_high_entropy
3,3.0893776280204244,0.010842133237360083,3.0681270468751984,3.1106282091656503,0.0,epi_tercile_high_entropy
4,3.1014475086696525,0.00958507923290109,3.0826607533731663,3.1202342639661387,0.0,epi_tercile_high_entropy
5,3.1208296333680656,0.01272410113874604,3.095890395136123,3.145768871600008,0.0,epi_tercile_high_entropy
6,3.121325070675465,0.012020353475156481,3.0977651778641584,3.144884963486772,0.0,epi_tercile_high_entropy
7,3.1083800326720255,0.013432665040147621,3.0820520091933363,3.1347080561507146,0.0,epi_tercile_high_entropy
8,3.1098666956798815,0.01502956412390147,3.0804087499970345,3.1393246413627285,0.0,epi_tercile_high_entropy
9,3.1029130379462626,0.01554182723670311,3.0724510565623246,3.1333750193302006,0.0,epi_tercile_high_entropy
10,3.106616623421685,0.020705625684739718,3.0660335970795956,3.147199649763775,0.0,epi_tercile_high_entropy
-12,29.726953339782355,1.1018968663960178,27.56723548164616,31.88667119791855,0.0,composition_n_languages
-11,32.64182955960979,0.9461681740408804,30.787339938489662,34.49631918072991,0.0,composition_n_languages
-10,33.989565845606265,0.7717848242314964,32.47686759011253,35.502264101099996,0.0,composition_n_languages
-9,37.430000630311994,0.6573754243215557,36.141544798641746,38.71845646198224,0.0,composition_n_languages
-8,37.669226819883924,0.6200729529650186,36.453883832072485,38.884569807695364,0.0,composition_n_languages
-7,39.48195851040691,0.4865561830676652,38.52830839159429,40.43560862921954,0.0,composition_n_languages
-6,38.93938278514081,0.4628330761193416,38.032229955946896,39.84653561433472,0.0,composition_n_languages
-5,41.249501583053245,0.3753735540825339,40.51376941705148,41.98523374905501,0.0,composition_n_languages
-4,42.372306862757355,0.3174011392364296,41.75020062985395,42.99441309566076,0.0,composition_n_languages
-3,44.37613339413817,0.2890855068821279,43.809525800649205,44.94274098762714,0.0,composition_n_languages
-2,44.11749355040999,0.301968696785468,43.52563490471047,44.709352196109506,0.0,composition_n_languages
-1,0.0,0.0,0.0,0.0,,composition_n_languages
0,48.12092619053652,0.44380600364845063,47.25106642338556,48.990785957687486,0.0,composition_n_languages
1,48.6188540112806,0.4582373546475571,47.72070879617139,49.51699922638981,0.0,composition_n_languages
2,47.877535076043486,0.4537440623668375,46.988196713804484,48.76687343828249,0.0,composition_n_languages
3,49.874888668826046,0.5616206826991917,48.77411213073563,50.97566520691646,0.0,composition_n_languages
4,49.717655964422946,0.396670835691853,48.94018112646691,50.49513080237898,0.0,composition_n_languages
5,51.008211627754555,0.42476152447462007,50.1756790397843,51.84074421572481,0.0,composition_n_languages
6,50.77436595749977,0.4814426847673954,49.83073829535567,51.71799361964386,0.0,composition_n_languages
7,52.13295335464223,0.5190909113440006,51.115535168407995,53.15037154087647,0.0,composition_n_languages
8,52.92361597335081,0.5896879929865876,51.7678275070971,54.079404439604524,0.0,composition_n_languages
9,54.89861520664016,0.578077566354516,53.76558317658531,56.03164723669501,0.0,composition_n_languages
10,54.79920000196153,0.6272514575198233,53.569787145222676,56.028612858700384,0.0,composition_n_languages
