tau,variable,coef,se,pvalue
0.25,ins_sis,-5.5178640280396105e-05,0.000703661963343231,0.9374976606076316
0.25,ins_essalud,-0.0030587506071053233,0.009510260663540408,0.7477393415541493
0.5,ins_sis,0.0016808438240509486,0.0015565424295090706,0.28021955388028436
0.5,ins_essalud,0.4770714761432608,0.01627416587522918,9.535343218430916e-185
0.75,ins_sis,0.0020790884406523043,0.004159016652734351,0.6171520194303599
0.75,ins_essalud,0.930670694392849,0.055783034184865674,4.80891034501739e-62
0.9,ins_sis,0.011620755462220338,0.009428974771320053,0.2177958365861885
0.9,ins_essalud,0.8911217357079828,0.20607152428657555,1.537824516911684e-05
