W2_WeightSocDemTurnAttrition	region	age	gender	W1_news_socmed	W1_news_important	W1_news_notime	W1_news_toomuch	W1_news_switchaway	W1_news_notinteresting	W2_news_socmed	W2_news_important	W2_news_notime	W2_news_toomuch	W2_news_switchaway	W2_news_notinteresting	congruence	congruence_EU	avoidance	education	interest	knowledge	internal_efficacy	external_efficacy	avoidance_alt	sample
	0.0	44	0	2	4	1	3	2	3									2.5	1	7.0	1.0	1.5	2.5	0.1006543	
1.7247059	0.0	72	1	1	2	2	2	1	2	1	2	2	2	2	2	0.95628405	0.95628405	1.6666666	0	7.0	3.0	3.0	2.0	-0.8356065	1.0
0.97244304	0.0	58	1	3	2	1	4	1	1	3	1	3	4	1	1	0.0480299	0.0480299	2.0	1	5.0	2.0	1.0	1.0	-0.60201204	1.0
	0.0	63	1	1	1	2	1	1	1									1.1666666	2	7.0	2.0	1.5	3.0	-1.4305166	
0.25311434	0.0	73	1	1	1	1	2	1	1	1	1	1	1	3	1	0.95628405	0.95628405	1.1666666	2	10.0	4.0		4.0	-1.41533	
0.25406936	0.0	71	1	4	1	4	2	1	2	2	2	4	2	1	4	0.39948225	0.39948225	2.3333333	2	8.0	2.0	1.0	2.5	-0.24528366	1.0
	0.0	67	1	1	1	1	1	1	5									1.6666666	2	10.0	2.0	4.0	2.0	-0.57306284	
	0.0	31	0	4	2	4	5	2	1									3.0	2	8.0	4.0	1.5	1.5	0.35771176	
	0.0	49	0	1	2	4	3	1	1	1	2	5	4	2		0.043715954	1.5556517	2.0	2	8.0	3.0	4.0	1.0	-0.6086229	1.0
	0.0	73	1	4	5		5	4	5	4	3	4	3		4	2.043716	2.043716		1	0.0	1.0	1.5	1.0		
	0.0	25	0	5	2	4	4	4	4	2	4	2	2	2	2	0.043715954	0.043715954	3.8333333	2	7.0	4.0	4.0	4.0	1.445529	1.0
0.35844076	0.0	79	0	1	1	1	1	1	1	1	1	1	1	1	1	0.043715954	0.043715954	1.0	2	7.0	4.0	3.0	3.5	-1.585484	1.0
1.6550217	0.0	79	1	1	1	1	3	1	2	1	1	1	1	1	1	3.043716	4.5556517	1.5	0	7.0	1.0	3.0	2.5	-0.9920707	1.0
2.3222835	0.0	78	0	4	2	4	4	4	3	4	2	4	4	4	4	4.043716	4.043716	3.5	0	7.0	3.0	2.0	3.0	1.0417441	1.0
0.706374	0.0	73	0	1	1	1	1	1	1	1	5	1	1	1	1	1.956284	0.44434834	1.0	1	10.0	3.0	5.0	3.5	-1.585484	1.0
	0.0	36	0	4	4	4	3	3	3									3.5	2	8.0	3.0	4.0	4.0	1.0409037	
1.4991378	0.0	52	0	1	1	2	2	1	2	1	1	2	2	1	1	2.00719	2.00719	1.5	1	9.0	4.0	4.0	4.0	-1.0072572	1.0
	0.0	51	0	2	2	3	1	2	1									1.8333334	2	5.0	4.0	5.0	4.0	-0.77923095	
	0.0	69	0	1	2	4	3	1	1									2.0	2	5.0	4.0	4.0	4.0	-0.6086229	
2.3243222	0.0	81	0	1	2	2	3	3	3	2	2	2	2	2	2	0.0480299	0.0480299	2.3333333	0	7.0	3.0	3.0	2.0	-0.064371385	1.0
0.39895278	0.0	73	0	2	2	2	3	1	2	3	2	2	3	1	1	0.68478584	0.68478584	2.0	2	7.0	3.0	3.5	3.5	-0.51477295	1.0
	0.0	73	0		3	3	3	2	3										1	8.0	4.0	4.0	2.5		
1.3777946	0.0	62	0	1	2	1	2	1	3	1	1	2	2	1	1	1.043716	2.5556517	1.6666666	1	7.0	3.0	2.0	4.0	-0.73746866	1.0
0.7097347	0.0	77	0	1	1	2	1	1	2	2	1	2	1	1	1	2.956284	2.956284	1.3333334	1	9.0	3.0	3.0	2.0	-1.1774113	1.0
	0.0	47	0	2	2	2	1	1	3	1	1	2	1	1	1	1.7428818	2.3994823	1.8333334	2	8.0	4.0	5.0	2.0	-0.6019757	1.0
2.5677574	0.0	69	0	2	2	2	3	2	2	1	2	1	3	4	2	1.2571182	1.2571182	2.1666667	0	8.0	4.0	2.5	2.0	-0.34078503	1.0
1.3858242	0.0	63	0	1	1	1	1	1	1	1	2	2	1	1	2			1.0	1	10.0	4.0	4.0	2.5	-1.585484	
5.7823834	0.0	73	1	1	2	2	3	1	2		2	4	4	1	2	2.5556517	2.5556517	1.8333334	0	2.0	2.0	1.0	1.0	-0.6654525	1.0
2.817771	0.0	30	0	2	3	4		1	3	3	3	4	3	3	4	5.5556517	4.043716		2	5.0	2.0	3.5	1.5		
5.7823834	0.0	62	0	2	2	1	2	2	2	2	1	1	1	1	1	1.4443483	1.4443483	1.8333334	0	0.0	1.0	1.0	1.0	-0.6659065	1.0
	0.0	51	0	2	1	4	2	1	4									2.3333333	2	6.0	3.0	4.5	3.0	-0.04043221	
5.7823834	0.0	42	1	3	2	4	3	3	2	3	2	4	3	3	2			2.8333333	0	5.0	0.0	1.0	1.0	0.29381734	
	0.0	66	1	1	1	2	1	1	1									1.1666666	0	8.0	2.0	3.5	2.0	-1.4305166	
1.1094134	0.0	46	1	3	3	3	5	3	3	3	2	3	3	3	3			3.3333333	1	1.0	0.0	3.0	2.0	0.903914	
0.729803	0.0	35	1	4	2	2	2	3	3	4	4	2	2	2	5	1.3994823		2.6666667	2	1.0	2.0	1.5	4.0	0.2175133	1.0
	0.0	35	1	2	4	5	2	1	3	2	4	4	2	1	3	0.0480299	1.7428818	2.8333333	1	5.0	3.0	3.0	2.0	0.3763821	1.0
	0.0	47	1	2	1	1	2	2	1									1.5	2	7.0	3.0		2.5	-1.0906625	
	0.0	49	1	4	3	4	4	1	2									3.0	2	6.0	2.0	2.0	2.0	0.43832585	
1.5213352	0.0	47	1	2	2	3	2	2	2	2	2	2	3	2	2	0.95628405	0.95628405	2.1666667	2	3.0	3.0	3.5	1.0	-0.3559716	1.0
1.812319	0.0	46	0	1	1	1	1	1	1	1	1	1	1	1	1	0.44434834	0.44434834	1.0	1	9.0	4.0	2.5	4.0	-1.585484	1.0
1.00668	0.0	43	0	1	1	2	1	1	1	1	1	2	2	1	1	4.742882	4.742882	1.1666666	2	8.0	4.0	5.0	3.0	-1.4305166	1.0
	0.0	46	0	1	1	4	3	1	4									2.3333333	2	7.0	2.0	1.0	1.0	-0.020957753	
	0.0	32	1	1	1	2	2	3	2									1.8333334	2	8.0	0.0	3.0	3.5	-0.65928143	
0.61352986	0.0	34	1	4	3	4	2	3	4	3	2	4	3	3	3	0.043715954	0.043715954	3.3333333	2	3.0	1.0	2.0	2.0	0.9522042	1.0
0.74662095	0.0	52	0	1	2	2	3	1	1	1	2	2	2	1	2	1.00719	1.00719	1.6666666	2	7.0	4.0	2.0	2.0	-0.9185578	1.0
5.742592	0.0	53	0	2	2	3	2	2	2	2	4	2	2	1	2	0.55565166	0.55565166	2.1666667	0	8.0	4.0	3.5	2.5	-0.3559716	1.0
1.0142217	0.0	43	0	2	2	4		2	2	1	1	3	2	1	1	2.04803	0.043715954		2	8.0	2.0	4.5	2.0		
0.6840992	0.0	72	1	1	1	1	1	1	1	1	1	1	1	1	2			1.0	2	8.0	2.0	1.0	1.0	-1.585484	
0.8154418	0.0	50	0	1	1	2	4	1	1	1	5	1	1	1	1	1.5556517	1.5556517	1.6666666	2	9.0	3.0	4.0	1.0	-0.9200545	1.0
	0.0	69	1	4	2	5	2	1	1	3	1	2	2	1	1	0.55565166	0.55565166	2.5	1	2.0	2.0	1.0	1.0	-0.17177078	1.0
0.5691839	0.0	40	1	4	4	4	2	2	4	4	4	4	2	2	2	1.2571182	1.2571182	3.3333333	2	3.0	3.0		2.0	0.949867	
	0.0	49	1	3	2	1	2	4	5									2.8333333	2	5.0	3.0	4.5	2.5	0.5920648	
1.0902035	0.0	40	1	2	2	2	2		2	4	2	1	2	4	4	1.043716	1.043716		1	5.0	1.0		1.5		
	0.0	54	1	1	2	3	3	2	4	1	2	2	3	2	4	0.043715954	0.043715954	2.5	2	7.0	3.0	2.0	2.0	0.16971344	1.0
	0.0	37	0	5	3	5	5	4	5	5	2	5	5	3	4	2.04803	2.04803	4.5	2	5.0	0.0	1.0	2.5	2.1954064	1.0
0.7800809	0.0	54	0	1	2	2	1	2	2	1	2	2	2	2	2	0.043715954	0.043715954	1.6666666	2	8.0	3.0			-0.8317727	
0.93213403	0.0	58	0	1	1	1	1	1	1	1	1	1	1	1	1	0.25711823	0.25711823	1.0	2	9.0	3.0	4.5	4.0	-1.585484	1.0
	0.0	43	1	4	3	4	2	2	3	3	2	4	3	2	2	0.0480299	0.0480299	3.0	2	5.0	3.0	2.5	2.0	0.525111	1.0
0.7787661	0.0	34	1	4	1	5	4	1	2	4	1	4	4	1	4	0.60051775	0.60051775	2.8333333	2	9.0	3.0	3.0	2.0	0.24999185	1.0
	0.0	47	0	2	3	2	2	2	2									2.1666667	2	7.0	4.0	3.0	3.0	-0.33928832	
3.828654	0.0	53	0	1	1	3	5	1	1	2	1	3	4	1	1	0.55565166	0.55565166	2.0	1	10.0	3.0	3.5	2.0	-0.59493303	1.0
	0.0	43	0	1	4	5	1	3	3	1	5	5	1	2	3	1.99281	1.99281	2.8333333	1	5.0	3.0	1.0	1.0	0.40352434	1.0
3.217377	0.0	37	1	4	4	4	5	2	4	3	2	4	4	2	2			3.8333333	1	0.0	1.0	1.0	1.0	1.4603292	
	0.0	38	0	2	5	1	1	2	1									2.0	1	9.0	2.0	4.0	1.0	-0.5742136	
	0.0	38	0	5	1	1	1	1	1	2	1	2	2	1	1	0.95628405	0.95628405	1.6666666	2	10.0	4.0	5.0	1.0	-0.98276573	1.0
	0.0	54	0	2	2	1	2	1	1									1.5	2	8.0	3.0	3.5	1.5	-1.0929997	
	0.0	47	0	1	2	4	2	1	2									2.0	2	2.0	4.0	1.5	1.0	-0.52567166	
	0.0	38	0	4	3	5	3	2	4									3.5	1	1.0	3.0	1.0	1.0	1.1033378	
0.84580034	0.0	41	0	3	1	4	2	2	2	3	2	4	1	5	1	1.0480299	1.0480299	2.3333333	2	7.0	4.0	1.5	2.0	-0.22197533	1.0
	0.0	51	0	4	1	4	3	1	1									2.3333333	2	9.0	4.0	3.5	4.0	-0.32823494	
	0.0	67	1	4	3	2	4	3	3									3.1666667	2	3.0	1.0		2.0	0.7294721	
1.6937919	0.0	49	0	4	2	5	3		2	2	3	4	4	3	2	1.043716	1.043716		1	0.0	2.0	1.0	1.0		
	0.0	35	0	2	1	1	1	1	1	1	1	1	1	1	1	0.95628405	3.04803	1.1666666	2	8.0	4.0	4.0	2.0	-1.4348044	1.0
	0.0	49	0	4	2	2	3	2	2									2.5	2	8.0	2.0	3.0	3.5	-0.039425876	
1.0243471	0.0	42	0	1	1	1	3	1	3	3	1	1	2	1	1	0.95628405	0.95628405	1.6666666	2	6.0	3.0		1.0	-0.7389654	
0.7904225	0.0	51	0	4	3	4	3	3	3	4	4	1	2	1	3	0.95628405	0.95628405	3.3333333	2	7.0	3.0	3.5	2.5	0.8692529	1.0
1.7825952	0.0	44	0	2	1	2	2	1	1	2	1	2	3	2	2	0.95628405	0.95628405	1.5	1	10.0	3.0	3.0	1.5	-1.109683	1.0
0.48841602	0.0	69	1	2	2	2	4	2	2	2	2	2	2	2	2	1.2571182	1.2571182	2.3333333	1	7.0	1.0	2.0	2.0	-0.17063099	1.0
0.2932125	0.0	83	1	1	1	1	2	1	1	1	1	2	2	1	1	0.043715954	2.04803	1.1666666	2	8.0	3.0	2.5	2.0	-1.41533	1.0
	0.0	52	1	3	2	2	3	1	3	2	4	3	4	1	2	3.5556517	3.5556517	2.3333333	2	1.0	1.0	3.0	1.0	-0.11098806	1.0
	0.0	44	1		5	5	1	5											2	0.0	1.0	1.0	1.0		
0.9191366	0.0	61	1	3	3	4	3	2	4	4	3	4	4	3	3	0.043715954	0.043715954	3.1666667	1	4.0	1.0	1.0	2.0	0.79769075	1.0
	0.0	42	0	2	2	4	4	3	2									2.8333333	2	6.0	3.0	2.5	3.0	0.3132918	
0.5952503	0.0	31	1	4	3	4	4	3	3	4	3	5	5	3	3	0.9519701		3.5	2	1.0	2.0	3.0	1.0	1.039407	1.0
	0.0	44	0	2	2	2	2	3	2	2	2	3	2	1	2	0.95628405	0.95628405	2.1666667	2	4.0	1.0	2.5	3.0	-0.33695114	1.0
0.366065	0.0	70	0	1	2	1	2	2	1	1	2	3	2	1	1	0.9519701	0.9519701	1.5	2	6.0	4.0	3.5	2.5	-1.0696914	1.0
	0.0	44	1	2	3	4	2	2	2									2.5	2	6.0	4.0	4.0	4.0	-0.02935344	
	0.0	41	0	2	1	2	2	1	2	2	2	3	2	1	2	0.7428818	1.3994823	1.6666666	2	8.0	3.0	4.0	4.0	-0.8565777	1.0
	0.0	30	1	2	3	5	5	3	3									3.5	2	3.0	3.0	2.0	2.0	1.0631694	
	0.0	34	0	4	2	4	2	2	4									3.0	2	6.0	2.0	4.0	2.0	0.6065656	
	0.0	43	0	1	1	4	1	1	1	1	1	1	2	1	1	3.2571182	3.2571182	1.5	2	8.0	3.0	3.0	2.0	-1.1205817	1.0
	0.0	50	0	1	2	2	3	1	4									2.1666667	1	4.0	4.0	2.0	1.5	-0.1592419	
	0.0	53	0	1	3	4	3	1	3	1	4	4	4	2	4			2.5	2	5.0	4.0	2.0	2.0	0.06923841	
	0.0	50	0	3	3	3	3	2	2	4	3	4	4	3	3	2.7428818	2.7428818	2.6666667	1	6.0	3.0	2.5	1.0	0.13651273	1.0
	0.0	82	0	2	2	3	4	2	2									2.5	1	8.0	1.0	3.5	2.5	-0.015663546	
0.9517547	0.0	51	0	3	1	3	1	1	3	2	1	2	3	3	2	0.0480299	0.0480299	2.0	2	10.0	3.0	5.0	5.0	-0.4679794	1.0
1.8577142	0.0	52	1	1	1	1	1	1	1	1	1	1	1	1	1	0.95628405	0.95628405	1.0	2	10.0	4.0	3.0	2.0	-1.585484	1.0
0.46232373	0.0	68	0	2	1	1	2	1	1	1	1	1	2	1	1	0.25711823	0.25711823	1.3333334	2	10.0	4.0	4.0	4.0	-1.2646505	1.0
0.71607685	0.0	59	0	1	1	1	3	1	1	1	1	2	2	1	2	0.39948225	0.25711823	1.3333334	2	7.0	2.0	4.0	3.5	-1.245176	1.0
2.7243629	0.0	54	1	1	2	1	3	1	2	1	2	2	3	1	1	3.5556517	3.5556517	1.6666666	1	3.0	3.0	1.5	3.0	-0.82041997	1.0
	0.0	76	0	2	1	2	4	1	3	1	1	3	4	2	2	1.0480299	0.68478584	2.1666667	2	7.0	3.0	3.0	1.0	-0.26316434	1.0
2.7232587	0.0	23	0	4	3	3	3	3	3	3	3	3	3	3	3	2.99281	2.99281	3.1666667	2	0.0	1.0	2.5	2.5	0.7142855	1.0
0.70963025	0.0	66	0	2	1	2	1	2	1	1	1	2	1	1	1	0.55565166	0.55565166	1.5	1	8.0	4.0	3.5	1.0	-1.1058491	1.0
0.9493303	0.0	63	1	1	2	1	2	1	1	1	1	1	1	1	1	4.95197	4.95197	1.3333334	1	7.0	3.0	3.5	4.0	-1.2436793	1.0
0.7014701	0.0	69	0	2	1	1	1	1	1	1	1	2	1	1	1	1.043716	1.043716	1.1666666	1	9.0	2.0	2.0	3.5	-1.4348044	1.0
2.5685737	0.0	70	0	2	2	4	2	2	2	2	3	3	3	4	3	1.4443483	1.4443483	2.3333333	0	7.0	1.0	3.0	3.0	-0.20100416	1.0
	0.0	60	1		2	4	3	3	3	1	2	2	2	2	2	1.043716	1.043716		1	4.0	3.0	3.0	3.0		
	0.0	42	1	3	3	4	2	2	4	4	3	5	4	2	4	1.00719	1.00719	3.0	2	3.0	3.0	2.0	1.0	0.6275367	1.0
0.70514345	0.0	79	0	2	2	4	2	1	2	4	1	5	4	2	2	0.95628405	0.95628405	2.1666667	1	5.0	3.0	1.5	1.0	-0.37499207	1.0
1.3853383	0.0	69	1	1	1	1	2	1	1	1	1	1	2	1	1	1.7428818	1.7428818	1.1666666	1	9.0	2.0	1.5	3.0	-1.41533	1.0
1.7674036	0.0	39	0	1	1	1	2	1	1	1	1	1	4	1	3	3.2571182	3.2571182	1.1666666	1	7.0	2.0		3.5	-1.41533	
	0.0	35	0	4	1	4	3	1	2									2.5	2	10.0	2.0	3.5	2.0	-0.07512963	
5.0154862	0.0	61	0	3	2	2	3	1	2	3	2	2	4	1	2	0.043715954	0.043715954	2.1666667	0	7.0	2.0	4.0	2.5	-0.36409336	1.0
0.88803786	0.0	34	0	1	4	4	3	3	4	1	3	3	2	3	3	3.7428818	0.043715954	3.1666667	2	4.0	2.0	1.5	1.5	0.84197026	1.0
0.74839395	0.0	53	0	1	4	4	2	4	3	3	2	4	3	2	3	1.6847858	1.6847858	3.0	2	6.0	2.0	3.0	3.0	0.5926988	1.0
1.1183547	0.0	34	1	1	4	3	2	2	2	1	3	4	3	2	2	3.3994823	3.3994823	2.3333333	1	6.0	3.0	3.0	4.0	-0.16334972	1.0
	0.0	36	1	4	2	5	2	1											2	5.0	3.0	3.0	2.5		
0.48352945	0.0	69	1	2	2	4		1	3	3	3	3	4	1	3	1.4443483	1.4443483		1	10.0	2.0	3.5	1.5		
	0.0	64	1	2	2	3	4	3	3	1	3		4	2		2.043716		2.8333333	1	1.0	3.0	1.0		0.41142964	
	0.0	34	0	2	4	5	4		4	1	4	5	1	2	3	1.2571182	1.2571182		2	2.0	4.0	1.0			
	0.0	53	0	4	1	1	1	1	1									1.5	2	10.0	0.0	3.5	2.5	-1.1334453	
	0.0	65	0	3	2	3	2	2	2									2.3333333	1	8.0	3.0	3.0	3.0	-0.20529203	
	0.0	67	0	1	1	1	1	1	1	1	1	1	1	1	2	2.04803		1.0	1	9.0	2.0	4.0		-1.585484	
	0.0	64	1	1	1	1	1	1	1	1	5	1	2	1	1	0.31521416	1.7428818	1.0	1	10.0	2.0	3.0	4.0	-1.585484	1.0
	0.0	51	1	3	3	2	4	3	1	3	3	4	3	2	3	1.0480299	1.0480299	2.6666667	2	4.0	0.0	2.0		0.072581924	
1.30748	0.0	64	0	2	3		2	2	3	3	3	3	4	1	4	1.5556517	1.5556517		1	7.0	3.0	3.0	2.0		
	0.0	51	0	2	1	3	2	1	1	5	2	1	1	1	1	0.95628405	0.95628405	1.6666666	1	8.0	1.0	4.0	3.0	-0.95471555	1.0
1.3438424	0.0	70	1	3	1	2	2	1	2	2	1	2	2	1	3	1.2571182	1.2571182	1.8333334	1	8.0	2.0	2.5	3.0	-0.7058981	1.0
3.3348014	0.0	36	1	5	2	4	4	2	4	5	2	4	4	2	2			3.5	1	1.0	0.0	2.0	1.0	1.0975533	
	0.0	43	0	4	2	4	3	3	3	3	3	3	3	3	3	3.99281	2.7428818	3.1666667	2	6.0	2.0	3.0	3.0	0.6976022	1.0
1.7134877	0.0	70	1	3	2	2	2	1	2	2	2	4	2	1	3	0.95628405	0.55565166	2.0	0	9.0	4.0	3.5	1.5	-0.5342474	1.0
	0.0	59	1	3	3	3	4	2	2	3	2	2	3	3	2	0.043715954	0.043715954	2.8333333	1	5.0	3.0	1.5		0.30666676	
1.5074384	0.0	63	1	4	4	3	3	3	2	3	3	3	3	3	3			3.1666667	2	0.0	0.0	1.0	1.0	0.6328309	
4.869072	0.0	58	0	3	1	1	2	1	3	2	1	3	3	2	1	0.0480299	0.0480299	1.8333334	0	9.0	3.0	4.5	5.0	-0.60776025	1.0
	0.0	56	0	1	2	3	3	2	3									2.3333333	1	7.0	3.0	3.5	1.5	-0.08339185	
5.7823834	0.0	63	1	2	1	5	1	1	1	1	5	1	2	1	1	3.6847858	3.6847858	1.8333334	0	5.0	1.0	3.0	2.5	-0.8149347	1.0
0.99792135	0.0	40	0	1	1	2	1	2	1	1	1	1	1	2	1	2.2571182	2.2571182	1.3333334	2	7.0	3.0	3.5	4.0	-1.2565287	1.0
2.5688682	0.0	69	0	4	2	2	4	1	2	2	2	2	4	4	3	0.44434834	0.44434834	2.5	0	8.0	4.0	1.5	2.5	-0.04325975	1.0
1.950786	0.0	75	0	1	1	1	1	1	1	1	1	2	2	1	1	0.95628405	0.95628405	1.0	1	8.0	2.0	4.5	4.0	-1.585484	1.0
	0.0	66	0	1	2	3	4	2	2		2	3	3	2	4			2.3333333	1	6.0	2.0	3.0	2.5	-0.16634312	
0.83248353	0.0	47	0	4	1	1	1	1	1	1	5	1	1	1	1	2.043716	2.043716	1.5	2	10.0	3.0	2.5	3.0	-1.1334453	1.0
	0.0	68	0	2	1	1	4	1	4	1	1	4	4	1	4	0.0480299	0.0480299	2.1666667	2	8.0	2.0	1.0	4.5	-0.16502647	1.0
	0.0	36	1	2	5	2	3	2	3	3	2	4	4	4	2	1.2571182	1.2571182	2.8333333	2	1.0	2.0	4.0	4.0	0.42727247	1.0
0.63762146	0.0	53	1	2	1	3	2	1	2	2	1	2	2	2	1	2.043716	1.7428818	1.8333334	2	7.0	4.0	3.0	3.0	-0.70161027	1.0
1.4219172	0.0	53	0	3	1	1	2	1	1	1	1	2	3	1	1	1.7428818	3.5556517	1.5	1	10.0	3.0		3.5	-1.1139709	
	0.0	70	0	2	2	1	2	2	2									1.8333334	1	5.0	2.0		4.0	-0.6659065	
	0.0	78	0	3	2	2	3	2	4	1	2	2	4	1	4	1.043716	1.043716	2.6666667	2	8.0	2.0	4.0	1.0	0.31610516	1.0
2.4464324	0.0	73	0	3	2	2	3	1	2	3	2	2	4	2	3	0.55565166	0.55565166	2.1666667	0	8.0	2.0	2.0	1.0	-0.36409336	1.0
1.5691814	0.0	51	0		3	4	3	1	4	2	3	3	4	2	3	1.043716	1.043716		1	5.0	1.0	3.0	1.0		
0.92916507	0.0	52	0	2	1	4	4	1	2	2	1	4	4	1	1	0.44434834	0.44434834	2.3333333	2	9.0	4.0	5.0	2.0	-0.20633474	1.0
1.4279506	2.0	54	1	1	2	2	2	1	2	2	2	2	2	2	2	1.6847858	2.04803	1.6666666	2	7.0	3.0	3.5	4.0	-0.8356065	1.0
	0.0	43	0	1	2	2	2	2	2	1	2	2	4	2	2	0.25711823	0.25711823	1.8333334	2	5.0	3.0	1.0	2.5	-0.66161865	1.0
	0.0	27	1	5	4	5	5	2	4	5	4	4	4	2	2	1.6847858	1.5556517	4.1666665	2	4.0	2.0	4.5	3.0	1.7659762	1.0
0.57858	0.0	41	1	4	2	4	3	1	2	4	1	2	2	2	2	0.007189989	0.007189989	2.6666667	2	6.0	3.0	1.0	3.0	0.0965211	1.0
1.6262946	0.0	37	1	3	3	3	3	4	3	2	2	4	4	2	2	2.5556517	2.5556517	3.1666667	2	0.0	0.0	1.5	2.0	0.7375938	1.0
	0.0	72	1	1	1	1	3	1	1									1.3333334	2	10.0	3.0	3.0	2.0	-1.245176	
1.2208792	0.0	32	0	1	1	3	2	1	1	1	1	1	2	1	1	0.25711823	0.25711823	1.5	2	8.0	4.0	3.5	2.5	-1.1053951	1.0
	0.0	81	0	2	1	2	4	1	1	1	1	2	4	1	1	1.043716	3.3994823	1.8333334	1	10.0	2.0	2.0	1.0	-0.7693749	1.0
	0.0	50	0	3	5	2	2	1	1									2.3333333	2	7.0	4.0	2.5	4.0	-0.2724005	
0.8401927	0.0	51	0	3	2	2	3	2	2	4	2	4	2	2	3	0.44434834	0.44434834	2.3333333	2	7.0	3.0	2.0	1.5	-0.19010545	1.0
	0.0	46	0	2	1	4	2	2	4	4	1	2	2	2	2	2.00719	2.00719	2.5	1	7.0	3.0	3.0	1.5	0.1335557	1.0
1.5210286	0.0	53	1	1	1	3	2	1	3	1	1	3	1	2	2	1.4443483	1.4443483	1.8333334	2	8.0	3.0	1.0	1.5	-0.5991845	1.0
0.3107632	0.0	75	1	3	2	2	3	1	3	3	2	2		2	3	0.043715954	0.043715954	2.3333333	2	8.0	2.0	3.0	2.5	-0.11098806	1.0
	0.0	54	1	1	2	1	3	1	2									1.6666666	1	7.0	3.0	3.0	3.0	-0.82041997	
	0.0	62	1	4	5		4	3	5	4	4	2	3	3	4				1	5.0	2.0		1.0		
3.2735078	0.0	37	1	5	5	5	5	4	4	4	3	4	4	3	4	2.3994823	1.7428818	4.6666665	1	5.0	2.0	4.0	2.0	2.2856026	1.0
1.0353429	0.0	50	1	1	2	2	3	2	2	1	1	2	2	2	2	0.0480299	0.0480299	2.0	1	1.0	3.0	1.5	1.0	-0.49146459	1.0
0.78395766	0.0	33	1	3	1	3	4	1	1	3	1	3	4	2	2	0.60051775	0.60051775	2.1666667	2	6.0	3.0	2.0	3.5	-0.46372792	1.0
	0.0	26	1	4	4	4	3	1	3	3	5	5	4	2	3	0.0480299	0.0480299	3.1666667	2	2.0	1.0	2.0	2.0	0.69292784	1.0
	0.0	54	0	2	4	2	2	2	1									2.1666667	0	2.0	0.0	1.5	3.0	-0.4207429	
	0.0	61	1	4	1	4	5	3	1									3.0	1	0.0	2.0	1.0	1.5	0.36004895	
0.97511727	0.0	47	0	1	1	2	2	1	2	2	1	1	2	1	2	0.0480299	0.0480299	1.5	2	2.0	2.0	2.0	2.0	-1.0072572	1.0
	0.0	32	0	3	3	2	4	3	3	3	4	3	4	3	3			3.0	1	4.0	2.0	2.5	2.0	0.5787925	
0.6141714	0.0	41	1	1	1	4	2	2	2	1	1	4	4	1	2	0.043715954	0.043715954	2.0	2	3.0	0.0	4.0	1.0	-0.52333444	1.0
0.65501726	0.0	25	1	5	4	4	3	3	3	3	3	3	3	3	3	1.7428818	1.7428818	3.6666667	2	0.0	1.0		1.5	1.1915833	
	0.0	38	1	2	4	2	3	2	2									2.5	1	6.0	1.0	2.0	2.0	0.0025164406	
	0.0	27	1	2	2	3	2	1	2									2.0	2	9.0	3.0	4.0	4.0	-0.5299595	
	0.0	49	0	3	3	4	3	3	3	5	1	5	5	5	5			3.1666667	2	4.0	0.0	1.5	2.5	0.7185734	
0.58769715	0.0	42	1	2	2	2	2	1	1	1	1	2	2	1	1	1.7428818	0.0480299	1.6666666	2	6.0	4.0		4.0	-0.93803227	
	0.0	45	1	3	3	3	3	3	3									3.0	1	5.0	1.0	2.5	3.0	0.5636059	
	0.0	27	1	4	5	4	4	2	4									3.8333333	2	2.0	1.0	1.0	1.0	1.4618258	
1.5634905	0.0	45	1	3	2	3	3	2	3	4	2	4	4	2	2	1.6847858	1.6847858	2.6666667	2	7.0	1.0	2.5	3.0	0.21796729	1.0
0.623881	0.0	50	1	2	2	2	2	1	2	2	2	2	2	2	2	1.956284	1.956284	1.8333334	2	7.0	1.0	4.0	4.0	-0.684927	1.0
0.6960162	0.0	46	1	2	2	2	2	2	2	1	2	4	1	1	2	3.2571182	3.2571182	2.0	2	5.0	4.0	1.0	4.0	-0.51093906	1.0
1.4329292	0.0	55	0	3	2	2	2	2	2	2	2	3	3	3	3	3.5556517	3.5556517	2.1666667	1	8.0	4.0	4.0	3.0	-0.36025947	1.0
0.5593198	0.0	42	1	3	2	3	3	3	3	4	2	2	4	2	5	1.7428818	1.7428818	2.8333333	2	8.0	2.0	2.0	3.5	0.3919552	1.0
	0.0	24	1	1	5	5	1	1	1	5	4	1	5	1	1	3.5556517	3.5556517	2.3333333	1	2.0	2.0	1.0	1.0	-0.27901134	1.0
1.715956	0.0	46	0	2	1	2	4	1	2	3	1	4	5	1	2	0.043715954	0.043715954	2.0	1	9.0	4.0		1.5	-0.5162696	
2.2114935	0.0	28	1	5		4	4	5	5	5	2	4	4	4	3	0.55565166	0.55565166		2	0.0	1.0		2.5		
	0.0	26	1	1	2	3	2	2	1	1	1	4	1	2	1	1.2571182	3.3152142	1.8333334	2	8.0	3.0	4.0	4.0	-0.7597565	1.0
0.762442	0.0	41	0	5	5	1	1	1	5	5	5			4	5	1.956284	1.956284	3.0	2	0.0	2.0		1.0	0.71625835	
	0.0	52	0	1	1	2	2	1	1	1	2	2	2	1	1	2.956284	4.684786	1.3333334	2	8.0	4.0	4.0	4.0	-1.2603625	1.0
