W2_WeightSocDemTurnAttrition	region	age	gender	W1_news_socmed	W1_news_important	W1_news_notime	W1_news_toomuch	W1_news_switchaway	W1_news_notinteresting	W2_news_socmed	W2_news_important	W2_news_notime	W2_news_toomuch	W2_news_switchaway	W2_news_notinteresting	congruence	congruence_EU	avoidance	education	interest	knowledge	internal_efficacy	external_efficacy	avoidance_alt	sample
0.9222766	0.0	52	0	3	1	1	1	1	2	3	1	2	2	1	2	0.25711823	0.25711823	1.5	2	7.0	3.0	3.5	4.0	-1.0310196	1.0
	0.0	57	1	1	1	1	1	1	1	1	2	2	2	1	1	2.043716	2.043716	1.0	2	8.0	1.0	3.0	1.0	-1.585484	1.0
	0.0	66	0	3	1	2	2	1	3	2	1	1	1	2	1	1.4443483	1.4443483	2.0	1	6.0	3.0		1.0	-0.45279282	
	0.0	82	0	2	2	1	2	2	1	1	5	1	1	1	2	0.043715954	0.043715954	1.6666666	2	8.0	2.0	2.5	1.5	-0.9190118	1.0
1.1322672	0.0	39	0	2	1	2	2	1	2	2	1	4	2	1	2	1.3994823	1.3994823	1.6666666	2	10.0	4.0	5.0	4.0	-0.8565777	1.0
	0.0	32	0	4	2	3	4	1	3									2.8333333	2	9.0	3.0	4.0	3.0	0.364813	
1.6875751	0.0	69	1	2	3	3	3	3	4	1	4	3	3	1	4	3.043716		3.0	0	3.0	1.0	1.5		0.66603166	
0.52113634	0.0	68	1	2	1	1	1	1	1	2	1	1	4	1	3	2.2571182	4.315214	1.1666666	1	3.0	1.0	1.0	1.0	-1.4348044	1.0
	0.0	50	1	2	3	4	4	4	4	1	4	5	5	2	4	1.3994823	1.3994823	3.5	2	6.0	2.0	3.5	4.0	1.165141	1.0
	0.0	44	0	4	1	4	3	2	1	1	2	1	1	1	1	1.2571182	1.2571182	2.5	1	8.0	3.0	4.5	4.0	-0.15424702	1.0
1.6618334	0.0	76	1	1	1	1	1	1	1	3	1	1	2	1	1	2.00719	2.00719	1.0	0	10.0	2.0	3.0	1.0	-1.585484	1.0
0.3555373	0.0	80	0	1	1	1	2	1	1	2	2	2	2	1	2	0.95628405	0.95628405	1.1666666	2	10.0	3.0	4.0	3.0	-1.41533	1.0
	0.0	71	1	3	2	2	3	1	2	4	3	2	3	2	2	1.2571182	1.2571182	2.1666667	2	5.0	3.0	2.5	2.0	-0.36409336	1.0
	0.0	61	0	2	3	2	3	3	2									2.5	2	4.0	1.0	4.0	2.0	0.004853618	
	0.0	36	1	3	3	4	2	1	2	2	3	3	2	5	1	4.043716	1.9519701	2.5	2	0.0	3.0	2.0	1.0	-0.052661773	1.0
	0.0	52	0	3	2	3	4	2	2									2.6666667	1	3.0	3.0	1.0	1.0	0.13501602	
	0.0	60	1	3	1	4	3	1	1									2.1666667	2	10.0	4.0	5.0	2.0	-0.4789145	
0.45353156	0.0	72	0	2	2	3	3	3	2	1	5	2	2	2	2	1.043716	1.043716	2.5	2	8.0	2.0	3.0	2.0	-0.0118296705	1.0
0.47751606	0.0	66	1	3	3	3	3	3	3									3.0	1	5.0	0.0	3.0	3.0	0.5636059	
	0.0	41	1	4	1	3	2	3	1	3	2	1	2	1	2	0.0480299	1.7428818	2.3333333	2	5.0	4.0			-0.30538058	
0.7900664	0.0	67	1	3	1	2	3	1	1	2	1	2	1	1	1	0.7428818	0.7428818	1.8333334	2	7.0	4.0	4.0	3.5	-0.78884935	1.0
0.73315734	0.0	65	0	2	2	3	2	1	2	1	1	2	2	1	3	0.043715954	2.04803	2.0	1	8.0	3.0	3.0	2.0	-0.5299595	1.0
2.3862984	0.0	70	0	4	2	3	4	2	3	2	2	3		2	3	1.6847858	1.6847858	3.0	0	8.0	2.0	3.5	1.0	0.5388009	1.0
	0.0	68	0	1	1	2	2	1	1	1	1	1	1	1	1	0.99281	0.99281	1.3333334	2	10.0	4.0	3.5	1.5	-1.2603625	1.0
	0.0	74	0	2	2	1	3	1	2	3	2	1	2	2	3	0.7428818	0.7428818	1.8333334	2	10.0	3.0	4.0	4.0	-0.6697404	1.0
0.5061556	0.0	70	1	4	1	1	1	1	1	3	1	1	2	2	1	0.95628405	0.95628405	1.5	1	9.0	3.0	3.0	4.0	-1.1334453	1.0
0.605374	0.0	43	1	4	1	2	4	1	2	4	1	4	2	1	1	0.95628405	0.95628405	2.3333333	2	7.0	2.0	1.0	1.5	-0.21491048	1.0
0.97213376	0.0	50	0	1	1	2	2	1	2	1	1	2	4	1	2	0.60051775	0.60051775	1.5	2	9.0	3.0	4.0	3.0	-1.0072572	1.0
0.7043963	0.0	71	0	3	2	3	1	2	2	3	2	2	3	2	2	0.043715954	0.043715954	2.1666667	1	5.0	3.0	4.0	2.0	-0.37544608	1.0
2.331841	0.0	80	0	1	2	4	4	1	3	1	2	3	4	1	2	0.0480299	0.0480299	2.5	0	7.0	3.0	1.0	3.5	0.067741714	1.0
	0.0	74	0	2	1	1	4	1	2	2	1	1	1	1	2	2.956284	2.956284	1.8333334	1	9.0	2.0	3.0	2.5	-0.67123705	1.0
1.2881197	0.0	87	1	2	2	3	2	1	2	3	3	2	2	2	2			2.0	1	0.0	2.0	1.0	1.0	-0.5299595	
0.86838907	0.0	39	0	3	2	3	3	3	3	3	3	3	3	3	3	2.043716	2.043716	2.8333333	2	7.0	0.0	3.0	3.0	0.3919552	1.0
	0.0	49	0	1	5	4	3	1	1	1	3	3	1	1	1	4.95197	4.95197	2.5	2	8.0	4.0	5.0	1.0	-0.093670726	1.0
	0.0	49	1	1	5	2	2	1	1	2	1	3	1	1	1	0.95628405	0.95628405	2.0	2	6.0	2.0	3.0	2.5	-0.5737596	1.0
	0.0	42	1	1	1	2	1	1	1									1.1666666	2	8.0	2.0	4.5	4.0	-1.4305166	
	0.0	53	0	2	1	2	1	1	2									1.5	1	6.0	4.0	4.5	1.0	-1.0267317	
1.0790769	0.0	48	1	3	1	3	2	1	2	3	2	4	3	3	2	0.0480299	0.0480299	2.0	1	0.0	4.0	2.5	2.0	-0.5509307	1.0
1.0646269	0.0	55	1	3	2	3	4	2	2	3	2	3	4	1	3	1.7428818	0.31521416	2.6666667	1	2.0	2.0	3.5	1.0	0.13501602	1.0
1.8621155	0.0	82	0	4	1	1	2	2	3	4	4	1	2	3	2	3.2571182	3.2571182	2.1666667	1	8.0	1.0	3.5	3.0	-0.2830928	1.0
0.49449757	0.0	67	1	1	2	1	1	1	2	1	2	2	2	1	1	1.7428818	1.7428818	1.3333334	1	8.0	1.0	4.0	4.5	-1.160728	1.0
	0.0	70	0	2	2	2	2	1	2	3	2	2	3	1	2			1.8333334	2	7.0	3.0	5.0	1.0	-0.684927	
2.5458097	0.0	61	1	3	3	4	5	4	5	1	4	3	1	1	2	3.7428818	3.7428818	4.0	1	6.0	2.0	2.5	4.0	1.73908	1.0
2.3282166	0.0	44	0	2	3	3	2	1	2	3	3	3	3	3	3	3.7428818	4.3994823	2.1666667	2	5.0	4.0	2.5	2.5	-0.3583088	1.0
0.561593	0.0	32	1	5	1	5	5	5	5	4	2	4	4	2	2	0.99281	1.9519701	4.3333335	2	8.0	1.0	4.0	4.0	2.026093	1.0
	0.0	36	1	1	1	2	2	1	2	1	1	3	1	1	5			1.5	1	0.0	0.0	1.0	1.0	-1.0072572	
	0.0	27	1	1	4	4	3	3	2	3	3	3	2	2	4	2.3994823	2.3994823	2.8333333	2	2.0	1.0	2.0	3.5	0.33575967	1.0
	0.0	33	0	2	2	3	2	1	2									2.0	2	8.0	4.0	5.0	2.5	-0.5299595	
	0.0	58	1	4	5		5	3	5										1	0.0	1.0				
3.7821667	0.0	49	1	4	2	4	5	2	3	3	2	3	5	3	4	1.7428818	1.7428818	3.3333333	0	7.0	1.0	4.0	2.0	0.86392236	1.0
0.47592837	0.0	76	1	3	2	2	3	2	3	2	3	4	4	2	3	0.95628405	0.95628405	2.5	1	8.0	2.0	3.0	1.5	0.06299985	1.0
	0.0	54	1	2	2	5	5	2	2	4	2	4	4	3	4	0.31521416	1.7428818	3.0	2	2.0	1.0	3.0	1.0	0.46442536	1.0
4.1958966	0.0	32	1	1	3	3	4	1	2	1	2	4	4	1	3	1.2571182	1.2571182	2.3333333	0	8.0	4.0	3.5	3.5	-0.1686803	1.0
5.7823834	0.0	30	0	1	1	4	1	1	1	4	1	4	1	1	1	0.99281	4.043716	1.5	0	4.0	1.0	4.0	3.0	-1.1205817	1.0
2.5069945	0.0	44	0	4	3	3	3	3	3	3	4	2	3	3	3	1.7428818	1.7428818	3.1666667	2	5.0	1.0	1.0	1.0	0.7142855	1.0
0.40570435	0.0	75	0	3	2	1	4	3	1	2	2	4	4	2	2	0.043715954	0.043715954	2.3333333	2	4.0	3.0	4.0	3.0	-0.25403625	1.0
	0.0	31	0	5	4	2	4	3	3									3.5	1	6.0	1.0	3.0	3.0	1.0518024	
	0.0	42	1	2	2	4	4	1	2	1	2	2	5	1	1	1.00719	1.00719	2.5	2	3.0	3.0	3.0	1.0	-0.03468401	1.0
	0.0	27	1	5	3	5	4	3	3	5		5	5	5	3			3.8333333	2	0.0	0.0	1.0	1.0	1.345054	
0.31377146	0.0	65	1	1	1	1	1	1	1	1	1	1	2	1	5	0.55565166	0.55565166	1.0	2	7.0	1.0	4.0	1.5	-1.585484	1.0
	0.0	52	0	3	2	2	1	1	1									1.6666666	2	8.0	3.0	4.0	4.0	-0.9575067	
	2.0	55	1	4	4	5	4	3	4									4.0	2	6.0	1.0	3.0	1.0	1.6191305	
1.359177	0.0	73	1	2	1	1	2	1	2	2	1	1	1	1	2	1.043716	1.043716	1.5	1	9.0	3.0	2.0	1.0	-1.0115452	1.0
	0.0	33	0	2	4	4	4	2	2									3.0	2	5.0	1.0	1.5	1.0	0.48260537	
	0.0	19	0	2	2	1	4	2	4	4	1	1	4	1	4	3.99281	3.99281	2.5	2	8.0	2.0	1.0	1.0	0.18061216	1.0
1.5688659	0.0	39	1	4	3	2	3	1	2	3	2	4	1	3	2			2.5	2	4.0	3.0	2.0	1.5	-0.041763052	
0.4567951	0.0	72	0	1	1	1	1	1	1	1	1	1	2	1	1	4.043716	4.043716	1.0	2	10.0	4.0	4.5	1.0	-1.585484	1.0
	0.0	67	0	2	1	1	2	1	3	2	1	1	1	1	1	0.0480299		1.6666666	2	7.0	3.0	2.0	1.0	-0.75843984	1.0
	0.0	40	0	2	2	4	4	2	3	1	2	3	4	1	2	0.31521416	0.31521416	2.8333333	2	7.0	3.0	5.0	1.5	0.3924092	1.0
0.9514942	0.0	36	0	4	1	3	2	1	2	4	1	2	4	1	2	1.6847858	4.3994823	2.1666667	2	8.0	1.0	3.5	3.0	-0.4002511	1.0
1.0792136	0.0	73	0	2	1	2	5	2	2	4	3	3	3	4	4			2.3333333	2	3.0	2.0	2.0	2.0	-0.17212768	
	0.0	41	0	5	1	3	5	3	3									3.3333333	0	0.0	2.0	3.0	2.0	0.8619717	
	0.0	25	0	2	2	3	3	3	4									2.8333333	2	1.0	1.0	1.0	1.0	0.49438092	
1.4707018	0.0	21	1	1	1	3	1	1	1	1	1	1	1	1	1	1.0480299	1.0480299	1.3333334	1	8.0	3.0	3.0		-1.2755492	
	0.0	78	1	2	2	4	4	2	4	1	2	4	3	2	4	0.68478584	3.3994823	3.0	1	7.0	3.0	1.0	2.0	0.6455145	1.0
0.43459672	0.0	79	0	2	2	1	2	2	2	2	2	1	2	2	2	1.0480299	1.0480299	1.8333334	2	6.0	4.0	4.0	2.0	-0.6659065	1.0
	0.0	21	0	2	2	2	4	2	3									2.5	1	6.0	2.0	4.0	3.5	0.082474306	
5.5436435	0.0	45	0	3	4	3	3	2	3	3	4	3	2	3	5	1.4443483	1.4443483	3.0	0	0.0	0.0	3.5	1.0	0.56126875	1.0
	0.0	26	0	4	2	4	4	4	4									3.6666667	1	7.0	0.0	2.5	1.5	1.2948494	
2.5348554	0.0	22	1	5	4	1	3	1	3	5	3	2	4	2	2	0.25711823	0.25711823	2.8333333	2	0.0	1.0			0.3787051	
5.7823834	0.0	73	1	1	2	1	2	1	1	2	2	2	2	1	2	3.5556517	2.3994823	1.3333334	0	3.0	1.0	1.0	2.0	-1.2436793	1.0
	0.0	28	0	4	2	3	4	2	3	4	2	4	2	1	3	0.7428818	0.9519701	3.0	1	2.0	1.0	3.5	2.0	0.5388009	1.0
	0.0	34	1	5	1	3	2	2	2									2.5	2	3.0	4.0	3.0	2.0	-0.07558362	
0.25846934	0.0	65	1	3	2	2	2	3	2	2	2	1	2	1	1	1.3994823	1.3994823	2.3333333	2	6.0	4.0	2.5	3.0	-0.18627158	1.0
	0.0	48	0	5	3	1	1	1	3	5	5			1	3	1.7428818	1.7428818	2.3333333	0	0.0	0.0	1.0		-0.1332537	
	0.0	35	1	5	2	3	3	3	4									3.3333333	2	5.0	1.0			0.94641966	
	0.0	68	1	2	2	3	3	3	3									2.6666667	1	5.0	2.0	1.0	2.5	0.24127562	
	0.0	70	0	2	1	1	2	1	1	1	2	1	2	3	2	0.043715954	0.043715954	1.3333334	1	10.0	4.0	4.0	2.0	-1.2646505	1.0
	0.0	44	1	5	3	5	3	1	4	1	2	3	2	4	3	1.5556517	1.5556517	3.5	2	7.0	2.0	3.0	2.5	1.0800295	1.0
0.24543172	0.0	80	1	4	1	1	1	1	1	2	1	1	1	1	1	2.043716	2.043716	1.5	2	10.0	1.0	1.0	2.0	-1.1334453	1.0
	2.0	45	1	2	2	2	2	2	2	2	2	2	2	1	2	0.043715954	1.6847858	2.0	2	5.0	4.0	4.0	4.0	-0.51093906	1.0
	0.0	33	0	3	3	2	2	4	3									2.8333333	2	5.0	2.0	2.5	3.0	0.41247237	
0.66994786	0.0	35	1	1	1	1	1	1	1	1	1	2	1	1	1	2.00719	2.00719	1.0	2	8.0	0.0	5.0	3.5	-1.585484	1.0
	0.0	63	0	4	1	2	3	1	2	2	2	3	4	1	2			2.1666667	2	0.0	2.0	3.5	1.0	-0.3850645	
0.7208841	0.0	25	1	4	4	4	4	2	3	4	3	4	3	2	4	0.39948225	0.39948225	3.5	2	0.0	1.0	2.5	2.0	1.0370698	1.0
0.7162625	0.0	23	1	5	5	5	4	2	5	5	5	4	4	2	4	1.3152142	1.3152142	4.3333335	2	0.0	2.0	2.5	4.0	2.0205781	1.0
	0.0	45	1	3	2	4	4	1	1	2	2	4	4	2	2	0.95628405	0.95628405	2.5	2	6.0	2.0	1.0	1.0	-0.13710974	1.0
	0.0	28	1	5	5	5	5	4	5									4.8333335	2	0.0	3.0	1.0	1.0	2.538708	
2.1995893	0.0	28	0	4	2	3	3	2	3	4	2	3	4	2	4	2.5556517	2.5556517	2.8333333	1	6.0	2.0		3.5	0.36864686	
	0.0	27	1	3	3	3	3	3	3									3.0	2	5.0	1.0	3.0	4.0	0.5636059	
	0.0	32	1	3	5	3	3	3	3	4	1	1	3	5	3			3.3333333	2	0.0	0.0	1.5	2.0	0.9069074	
	0.0	19	1	3	4	2	3	2	2	2	4	3	2	4	3	1.043716	1.043716	2.6666667	0	7.0	2.0	2.5	3.0	0.153196	1.0
0.93871605	0.0	54	0	2	2	4	4	3	3	3	4	2	2	2	2	0.44434834	0.44434834	3.0	2	0.0	3.0		1.0	0.5663971	
1.4788073	0.0	44	1	4	4	3	2	2	3	4	3	2	2	2	4	3.5556517	3.5556517	3.0	2	2.0	2.0	3.0	1.0	0.5417943	1.0
1.7761186	0.0	36	1	4	3	4	2	2	4	4	2	3	3	3	3	3.99281	3.99281	3.1666667	2	4.0	2.0	1.5	1.5	0.7782163	1.0
0.68934345	0.0	67	1	2	2	1	1	1	1	1	2	1	2	2	2	1.7428818	1.7428818	1.3333334	2	8.0	3.0	2.5	1.5	-1.2631537	1.0
0.5568327	0.0	47	1	2	2	3	3	1	1	3	2	4	3	1	2	0.25711823	0.25711823	2.0	2	6.0	3.0	3.5	2.5	-0.6129108	1.0
0.4887503	0.0	70	1	4	1	3	1	1	1	2	1	1		1	1	1.7428818	0.0480299	1.8333334	1	8.0	3.0	3.0	2.5	-0.8235104	1.0
1.4956216	0.0	49	0	1	1	1	2	1	1	2	1	1	1	1	1	1.7428818	1.7428818	1.1666666	1	5.0	2.0	1.0	1.0	-1.41533	1.0
	0.0	19	0	3	3	3			3										1	5.0	2.0		3.0		
0.72094	0.0	65	0		4	3	2	4		1	4	4	4	3	4	0.0480299	0.0480299		1	2.0	2.0	1.0	3.0		
	2.0	45	0	2	1	3	2	2	2	1	2	1	1	2	4			2.0	1	5.0	0.0	1.0	1.0	-0.52762234	
	0.0	65	1	2	2	2	2	2	2									2.0	2	3.0	3.0	2.5	2.0	-0.51093906	
5.7823834	0.0	72	1	3	4	3	3	3	3		5							3.1666667	0	0.0	0.0	1.0		0.7352567	
0.6841853	0.0	47	1	2	2	2	3	1	1	1	2	2	1	2	1	0.043715954	0.043715954	1.8333334	2	8.0	4.0	3.5	2.0	-0.76787823	1.0
	0.0	63	1	3	1	1	3	1	2	3	1	1	1	1	3	0.44434834	0.44434834	1.8333334	2	9.0	1.0	2.5	2.5	-0.6907115	1.0
0.6911502	0.0	73	0	5	1	1	1	2	1	1	1	1	1	1	1	2.6005177	2.6005177	1.8333334	1	3.0	1.0	1.5	1.0	-0.8087778	1.0
	0.0	42	1	1	1	1	1	1	3	1	1	1	1	1	1	0.31521416	0.31521416	1.3333334	2	10.0	2.0	3.0	3.0	-1.0792735	1.0
	0.0	31	1	4	3	4	4	2	2									3.1666667	2	3.0	1.0	1.0	1.5	0.61231375	
0.86888534	0.0	47	0	3	2	2	3	3	3		2	2	4	3		2.043716	2.043716	2.6666667	2	4.0	1.0	2.0	2.5	0.23698775	1.0
	2.0	39	0	2	2	4	2	2	2									2.3333333	1	8.0	3.0	3.5	4.0	-0.20100416	
0.71722347	0.0	24	1	4	4	4	5	3	3									3.8333333	2	1.0	2.0	3.0	3.0	1.3812118	
	0.0	64	1	1	2	1	1	1	1									1.1666666	2	6.0	1.0	1.0	1.5	-1.4138333	
	0.0	21	1	4	2	2	3	3	2	4	2	2	2	1	1	0.95628405	0.95628405	2.6666667	2	4.0	1.0	2.0	2.0	0.13456203	1.0
	0.0	46	0	4	2	4	4	1	1	4	3	4	4	4	5	2.3994823	2.3994823	2.6666667	1	2.0	2.0	3.0	1.0	0.013569836	1.0
	0.0	49	1	2	2	5	1	1	3									2.3333333	2	6.0	2.0	3.0	2.5	-0.13707337	
	0.0	36	1	3	3	3	3	3	3	3	3	3	3	3	3			3.0	1	0.0	0.0	3.0	3.0	0.5636059	
	0.0	71	1	4	4	2	4	2	3	4	3	1		2	2			3.1666667	2	3.0	2.0	2.5		0.7271349	
0.35581887	0.0	76	0	2	1	3	2	5	4	1	1	1	2	2	1	1.043716	1.043716	2.8333333	2	7.0	2.0	2.5	3.0	0.500552	1.0
	0.0	71	1	4	4	1	2	2	4	4	2	2	2	2	4	0.95628405	0.95628405	2.8333333	1	2.0	3.0	1.0	1.0	0.4849647	1.0
0.62132454	0.0	47	1	3	1	2	4	3	1	1	1	2	2	1	4	0.043715954	0.043715954	2.3333333	2	5.0	3.0	4.0	3.0	-0.27071953	1.0
	0.0	33	1	5	2	3	2	1	2									2.5	1	8.0	2.0	3.5	1.0	-0.0779208	
0.48996592	0.0	64	1	4	2	2	2	1	2	4	1	2	4	1	2	2.043716	2.043716	2.1666667	2	6.0	4.0	4.0	2.0	-0.3835678	1.0
	0.0	74	0	1	1	1	2	1	1	1	1	1	3	1	1	1.2571182	1.2571182	1.1666666	2	10.0	2.0	3.5	2.0	-1.41533	1.0
1.2294903	2.0	32	1	5	1	5	5	5	5	5	1	5	5	5	5	7.9928102	7.9928102	4.3333335	2	10.0	0.0	5.0	5.0	2.026093	1.0
1.5429206	0.0	53	0	2	2	3	4	2	4	3	2	3	4	2	3	0.60051775	0.60051775	2.8333333	1	9.0	3.0	4.0	4.0	0.49054706	1.0
	0.0	54	1	2	1	3	3	3	3	3	2	2	2	3	2	2.3994823	2.3994823	2.5	2	7.0	1.0	1.0	2.0	0.06962489	1.0
1.8991883	0.0	25	1	4	2	2	4	2	3	4	2	4	3	2	3	1.2571182	5.043716	2.8333333	2	5.0	1.0	2.5	1.5	0.38383347	1.0
	0.0	38	1	2	2	2	4	2	2	1	4	2	5	3	2	0.60051775	0.60051775	2.3333333	2	6.0	2.0	3.0	2.0	-0.17063099	1.0
	0.0	45	1	3	3	4	3	1	3									2.8333333	1	3.0	2.0	2.5	2.0	0.37059754	
	0.0	32	1	4	3	4	4	2	2									3.1666667	2	6.0	3.0	3.5	2.5	0.61231375	
2.3510106	0.0	42	0	3	2	5	5	5	4	3	2	4	4	2	2	1.5556517	1.5556517	4.0	2	1.0	0.0	1.0	1.5	1.6432793	1.0
	0.0	71	1	3	2	3	4	3	2									2.8333333	2	5.0	2.0	3.0	2.0	0.30900392	
	0.0	72	0	3	1	1	2	1	4	1	2	1	3	1	1	1.043716	1.043716	2.0	1	8.0	4.0	3.0	3.0	-0.35465497	1.0
0.4983533	0.0	73	1	4	2	3	3	3	4	4	5	3	4	3	4	4.9928102	1.5556517	3.1666667	1	7.0	1.0	3.5	2.0	0.79574007	1.0
	0.0	54	1	1	2	3	2	2	2									2.0	1	7.0	3.0	3.5	4.0	-0.50665116	
	0.0	21	0	5	3	2	3	1	2									2.6666667	2	5.0	2.0	2.0	3.0	0.10891652	
	0.0	51	1	4	2	2	3	3	4									3.0	1	6.0	1.0	3.5	2.0	0.64077264	
	0.0	63	1	3	2	3	3	2	4	3	2	2	3	1	3	5.04803	5.04803	2.8333333	2	6.0	4.0	3.0	1.0	0.47107258	1.0
1.0868831	0.0	21	0	4	4	4	4	2	3	4	4	4	4	3	4	0.39948225	0.39948225	3.5	2	0.0	1.0	2.0	2.0	1.0370698	1.0
	0.0	22	1	5	4	4	2	2	4									3.5	2	3.0	3.0	5.0	3.0	1.1005466	
0.7007151	0.0	79	0	1	1	1	1	1	1	1	1	1	2	1	1	1.043716	1.043716	1.0	1	10.0	3.0	2.0	1.0	-1.585484	1.0
	0.0	46	1	2	2	4	4	2	2	2	1	3	2	1	1	0.0480299	2.043716	2.6666667	2	6.0	3.0	3.0	3.0	0.1393039	1.0
	0.0	42	1	2	2	4	3	2	2									2.5	1	5.0	1.0		3.0	-0.030850137	
0.3806038	0.0	72	0	2	1	1	1	1	2	3	1	2	3	1	1	0.95628405	0.55565166	1.3333334	2	5.0	4.0	2.5	1.5	-1.1816992	1.0
0.6407201	0.0	43	1	3	2	4	4	3	2	2	2	3	2	4	2	2.7428818	2.7428818	3.0	2	5.0	2.0	2.5	2.0	0.46397138	1.0
0.45319504	0.0	67	0	1	1	1	1	1	1	1	1	1	2	1	1	0.7428818	0.7428818	1.0	2	10.0	4.0	4.0	3.0	-1.585484	1.0
	0.0	66	1	4	2		2	1	2	4	2	2	1	2	5	6.5556517	5.043716		2	0.0	2.0	1.0	1.0		
	0.0	49	0	1	1	3	2	1	3	2	1	4	2	1	2	1.9519701	1.9519701	1.8333334	2	7.0	1.0	5.0	3.5	-0.5991845	1.0
	0.0	61	0	5	2	3	4	2	4									3.3333333	2	3.0	2.0		1.0	0.94258577	
	0.0	45	0	3	2	4	4	2	3	4	2	4	4	4	3	0.043715954	0.043715954	3.0	2	0.0	2.0	4.0	3.5	0.54308873	1.0
	0.0	34	1	2	2	3	2	1	4									2.3333333	2	5.0	4.0	4.0	2.5	-0.023748925	
0.78613275	2.0	35	0	3	4	4	4		4	4	3	4	3	3	3	0.39948225	0.39948225		2	5.0	2.0		5.0		
1.9144566	0.0	41	0	1	1	1	2	1	1	4	1	2	3	1	1	0.95628405	0.95628405	1.1666666	1	6.0	1.0	3.0	2.0	-1.41533	1.0
0.28275508	0.0	70	1	4	3	2	3	2	3	4	3	2	2	2	3	2.7428818	2.7428818	2.8333333	2	7.0	1.0	2.0	2.5	0.38533014	1.0
	0.0	37	0	4	2	4	3	1	4									3.0	2	8.0	3.0	3.5	3.0	0.6027317	
2.4571798	1.0	25	1	4	4	4	3	3	4	4	4	4	4	2	4	1.043716	1.043716	3.6666667	1	3.0	1.0	1.5	2.0	1.294009	1.0
	0.0	63	0	2	2	1	3	1	2	3	2	2	3	1	2	0.44434834	0.44434834	1.8333334	0	8.0	3.0	3.0	3.5	-0.6697404	1.0
0.9769383	0.0	20	0	2	5	2	1	3	1	4	3	2	4	1	2	2.2571182	6.043716	2.3333333	2	3.0	1.0	4.5	4.0	-0.24525829	1.0
0.7231789	0.0	40	1		3	1	4	2	3	3	2	4	2	4	2	1.956284	1.956284		2	0.0	3.0	4.0	1.0		
	0.0	67	1	2	1	1	2	1	1	2	1	1	1	1	1	2.043716	2.043716	1.3333334	2	7.0	2.0	2.0	1.0	-1.2646505	1.0
	0.0	21	0	1	4	4	4	3	3									3.1666667	2	5.0	3.0	3.0	3.0	0.75901896	
	0.0	56	1	2	1	1	2	1	1									1.3333334	2	7.0	2.0	3.5	3.0	-1.2646505	
	0.0	50	1	2	2	4	4	2	3									2.8333333	2	0.0	2.0	2.0	3.5	0.3924092	
	0.0	19	1	4	3	4	4	2	2									3.1666667	1	5.0	1.0	3.5	3.5	0.61231375	
	0.0	19	0	2	1	4	1	1	3									2.0	1	7.0	3.0	3.0		-0.46369153	
	0.0	72	1	1	2	3	4	1	1									2.0	1	6.0	3.0	2.5	2.5	-0.5934363	
	0.0	33	0	3	4	2	4	1	3									2.8333333	1	6.0	1.0	2.5	1.0	0.40246743	
	0.0	21	0	3	2	5	4	1	4									3.1666667	1	8.0	4.0	3.0	3.0	0.7771736	
	0.0	22	0	3	4	5	3	1	3									3.1666667	2	6.0	1.0	4.0	2.5	0.69721574	
	0.0	44	0	4	4	3	4	2	4									3.5	2	6.0	3.0	3.0	2.0	1.1352077	
	0.0	19	1	4	2	4	4	3	2									3.1666667	1	7.0	1.0	2.5	3.0	0.61465096	
	0.0	31	1	4	2	2	4	2	2									2.6666667	2	6.0	1.0	3.5	4.0	0.13072816	
	0.0	50	1	5	1	5	5	5	5									4.3333335	1	0.0	1.0		2.0	2.026093	
	0.0	49	0	4	2	3	4	1	2	3	2	2	2	2	2	1.2571182	0.60051775	2.6666667	2	4.0	2.0	1.5	4.0	0.11170769	1.0
	0.0	48	1	2	3	2	4	2	3	4	2	2	4	1	4	5.04803	5.04803	2.6666667	1	5.0	1.0	1.0	1.0	0.25412503	1.0
	0.0	32	1	2	1	2	4	2	2	4	2	4	3	1	4			2.1666667	2	0.0	2.0	1.0	2.5	-0.34228173	
0.7314063	1.0	69	0	3	2	2	2	3	2	1	2	1	2	3	4	1.8319135	1.8319135	2.3333333	1	7.0	4.0	2.5	2.0	-0.18627158	1.0
	1.0	71	0	2	3	2	2	2	1									2.0	2	8.0	2.0	2.0	1.0	-0.59239364	
	1.0	71	0	3	3	5	5	3	4		5	5	5		4	2.8319135	2.8319135	3.8333333	0	5.0	2.0	1.0	1.0	1.4669541	1.0
	1.0	64	0	1	1	1	2	1	1									1.1666666	2	9.0	2.0	4.0	4.0	-1.41533	
	0.0	61	0	1	1	1	1	1	1	1	1	1	1	1	1	0.17118502	0.6657629	1.0	1	8.0	2.0	3.0	2.5	-1.585484	1.0
0.34950247	1.0	88	0	1	1	4	4	1	3	1	1	4	3	2	2			2.3333333	2	5.0	2.0	1.0	2.5	-0.103909016	
	1.0	71	0	1	1	2	3	1	1									1.5	2	8.0	3.0	4.5	4.5	-1.0902085	
	1.0	59	0	3	3	5	3	3	4									3.5	0	6.0	1.0	2.5	3.0	1.1266462	
	1.0	62	1	3	1	3	2	3	1									2.1666667	1	8.0	1.0	2.5	3.5	-0.45606017	
	1.0	54	1	2	5	5	4	3	5	4	5	5	4	3	4	0.8319135	0.8319135	4.0	2	4.0	2.0	3.5	1.5	1.7425274	1.0
	1.0	44	1	2	4	4	4	1	2									2.8333333	2	7.0	1.0	3.0	1.0	0.30861744	
