year,int_coef,int_se,int_pval
2020,0.0,0.0,
2021,-0.2561800413728197,0.12017884180491277,0.03303507337022545
2022,-0.26085650832844554,0.12379651341874515,0.03510549983305976
2023,-0.25696808762244916,0.11983488372602213,0.032004749967239045
2024,-0.23702522676356944,0.11405075305877005,0.03768694504417715
