Country,COW id,V-Dem id,ID,IDN,YEAR,freexp,freass,frerel,fremov,fairtrial,ctot_index,ctot_pct_change,ctot_cum3,bust,bust_onset,recovery,recovery_onset,bust_event_time,recovery_event_time,country_id
Afghanistan,700,36.0,AFG,1,1975,1,1,3,2,2.0,99.4197845459,,,0,0,0,0,,,0
Afghanistan,700,36.0,AFG,1,1975,1,1,3,2,2.0,99.5233001709,0.10411974384456624,0.10411974384456624,0,0,0,0,,,0
Afghanistan,700,36.0,AFG,1,1976,1,1,3,2,2.0,99.5677947998,0.04470775067104693,0.14882749451561317,0,0,0,0,,,0
Afghanistan,700,36.0,AFG,1,1976,1,1,3,2,2.0,99.7451400757,0.17811509861855868,0.32694259313417184,0,0,0,0,,,0
Afghanistan,700,36.0,AFG,1,1977,1,1,3,2,2.0,99.5793609619,-0.1662026978699771,0.056620151419628506,0,0,0,0,,,0
Afghanistan,700,36.0,AFG,1,1977,1,1,3,2,2.0,99.7387924194,0.1601049213009187,0.17201732204950027,0,0,0,0,,,0
Afghanistan,700,36.0,AFG,1,1978,1,1,2,2,1.0,99.5906829834,-0.1484973222627417,-0.15459509883180012,0,0,0,0,,,0
Afghanistan,700,36.0,AFG,1,1978,1,1,2,2,1.0,99.6619873047,0.07159738156619078,0.08320498060436776,0,0,0,0,,,0
Afghanistan,700,36.0,AFG,1,1979,1,1,2,1,1.0,99.6468429565,-0.015195711634474751,-0.09209565233102568,0,0,0,0,,,0
Afghanistan,700,36.0,AFG,1,1979,1,1,2,1,1.0,99.7560882568,0.1096324751078015,0.16603414503951752,0,0,0,0,,,0
Afghanistan,700,36.0,AFG,1,1980,1,1,2,1,1.0,99.4739151001,-0.28286309300100676,-0.18842632952768001,0,0,0,0,,,0
Afghanistan,700,36.0,AFG,1,1980,1,1,2,1,1.0,99.6613693237,0.188445607485499,0.015214989592293726,0,0,0,0,,,0
Afghanistan,700,36.0,AFG,1,1981,1,1,2,1,1.0,99.3906478882,-0.2716412962586401,-0.36605878177414786,0,0,0,0,,,0
Afghanistan,700,36.0,AFG,1,1981,1,1,2,1,1.0,99.5717468262,0.18220923381415677,0.09901354504101567,0,0,0,0,,,0
Afghanistan,700,36.0,AFG,1,1982,1,1,2,1,1.0,99.3846359253,-0.1879156556594208,-0.27734771810390413,0,0,0,0,,,0
Afghanistan,700,36.0,AFG,1,1982,1,1,2,1,1.0,99.5793304443,0.1959000173289649,0.19019359548370085,0,0,0,0,,,0
Afghanistan,700,36.0,AFG,1,1983,1,1,2,1,1.0,99.4214553833,-0.1585419989224679,-0.15055763725292381,0,0,0,0,,,0
Afghanistan,700,36.0,AFG,1,1983,1,1,2,1,1.0,99.5639953613,0.14336943414323677,0.18072745254973377,0,0,0,0,,,0
Afghanistan,700,36.0,AFG,1,1984,1,1,2,1,1.0,99.4607009888,-0.10374671298110094,-0.11891927776033206,0,0,0,0,,,0
Afghanistan,700,36.0,AFG,1,1984,1,1,2,1,1.0,99.54712677,0.08689440184996844,0.12651712301210427,0,0,0,0,,,0
Afghanistan,700,36.0,AFG,1,1985,1,1,2,1,1.0,99.3922729492,-0.1555583027100127,-0.1724106138411452,0,0,0,0,,,0
Afghanistan,700,36.0,AFG,1,1985,1,1,2,1,1.0,99.4529037476,0.06100152114538737,-0.007662379714656886,0,0,0,0,,,0
Afghanistan,700,36.0,AFG,1,1986,1,1,2,1,1.0,99.3867111206,-0.06655675652065263,-0.16111353808527795,0,0,0,0,,,0
Afghanistan,700,36.0,AFG,1,1986,1,1,2,1,1.0,99.2987365723,-0.08851741576723082,-0.09407265114249608,0,0,0,0,,,0
Afghanistan,700,36.0,AFG,1,1987,1,1,2,1,1.0,99.4717559814,0.1742412996101006,0.019167127322217148,0,0,0,0,,,0
Afghanistan,700,36.0,AFG,1,1987,1,1,2,1,1.0,99.3901290894,-0.0820603710014467,0.0036635128414230778,0,0,0,0,,,0
Afghanistan,700,36.0,AFG,1,1988,1,1,2,2,1.0,99.4755477905,0.08594284148999431,0.17812377009864822,0,0,0,0,,,0
Afghanistan,700,36.0,AFG,1,1988,1,1,2,2,1.0,99.3036346436,-0.17281950259983025,-0.16893703211128264,0,0,0,0,,,0
Afghanistan,700,36.0,AFG,1,1989,1,1,3,2,1.0,99.475440979,0.17301112493677273,0.08613446382693679,0,0,0,0,,,0
Afghanistan,700,36.0,AFG,1,1989,1,1,3,2,1.0,99.3687286377,-0.10727506231665851,-0.10708343997971603,0,0,0,0,,,0
Afghanistan,700,36.0,AFG,1,1990,1,1,3,2,1.0,99.4702453613,0.10216164078151735,0.16789770340163157,0,0,0,0,,,0
Afghanistan,700,36.0,AFG,1,1990,1,1,3,2,1.0,99.4228897095,-0.047607856628884004,-0.052721278164025165,0,0,0,0,,,0
Afghanistan,700,36.0,AFG,1,1991,1,1,3,2,1.0,99.3708877563,-0.052303803834252705,0.00224998031838064,0,0,0,0,,,0
Afghanistan,700,36.0,AFG,1,1991,1,1,3,2,1.0,99.3076477051,-0.0636404208796959,-0.1635520813428326,0,0,0,0,,,0
Afghanistan,700,36.0,AFG,1,1992,1,1,2,2,1.0,99.344039917,0.03664593084318213,-0.07929829387076648,0,0,0,0,,,0
Afghanistan,700,36.0,AFG,1,1992,1,1,2,2,1.0,99.226524353,-0.1182915090811476,-0.14528599911766138,0,0,0,0,,,0
Afghanistan,700,36.0,AFG,1,1993,1,2,3,2,1.0,99.3511810303,0.12562838224237094,0.04398280400440546,0,0,0,0,,,0
Afghanistan,700,36.0,AFG,1,1993,1,2,3,2,1.0,99.1723480225,-0.1800008877050563,-0.17266401454383296,0,0,0,0,,,0
Afghanistan,700,36.0,AFG,1,1994,1,1,3,2,1.0,99.424156189,0.25390965477882776,0.19953714931614241,0,0,0,0,,,0
Afghanistan,700,36.0,AFG,1,1994,1,1,3,2,1.0,99.2597579956,-0.16535035317523095,-0.09144158610145947,0,0,0,0,,,0
Afghanistan,700,36.0,AFG,1,1995,1,1,3,2,1.0,99.4351119995,0.176661728217975,0.2652210298215718,0,0,0,0,,,0
Afghanistan,700,36.0,AFG,1,1995,1,1,3,2,1.0,99.3293991089,-0.1063134424794776,-0.09500206743673356,0,0,0,0,,,0
Afghanistan,700,36.0,AFG,1,1996,1,1,2,2,1.0,99.3735580444,0.044457064973868476,0.11480535071236586,0,0,0,0,,,0
Afghanistan,700,36.0,AFG,1,1996,1,1,2,2,1.0,99.2656402588,-0.10859808959620132,-0.17045446710181045,0,0,0,0,,,0
Afghanistan,700,36.0,AFG,1,1997,1,1,2,2,1.0,99.402961731,0.13833736612385295,0.0741963415015201,0,0,0,0,,,0
Afghanistan,700,36.0,AFG,1,1997,1,1,2,2,1.0,99.2890930176,-0.11455263647792702,-0.08481335995027539,0,0,0,0,,,0
Afghanistan,700,36.0,AFG,1,1998,1,1,2,2,1.0,99.3340835571,0.04531267043805798,0.0690974000839839,0,0,0,0,,,0
Afghanistan,700,36.0,AFG,1,1998,1,1,2,2,1.0,99.1779327393,-0.15719762261685588,-0.22643758865672492,0,0,0,0,,,0
Afghanistan,700,36.0,AFG,1,1999,1,1,2,2,1.0,99.2725830078,0.09543480680203054,-0.016450145376767367,0,0,0,0,,,0
Afghanistan,700,36.0,AFG,1,1999,1,1,2,2,1.0,99.0917816162,-0.1821262085885178,-0.24388902440334315,0,0,0,0,,,0
Afghanistan,700,36.0,AFG,1,2000,1,1,2,2,1.0,99.3209228516,0.231241412418548,0.14455001063206074,0,0,0,0,,,0
Afghanistan,700,36.0,AFG,1,2000,1,1,2,2,1.0,99.1917800903,-0.13002573636268222,-0.08091053253265201,0,0,0,0,,,0
Afghanistan,700,36.0,AFG,1,2001,1,2,2,2,1.0,99.3309020996,0.14025558284500583,0.24147125890087162,0,0,0,0,,,0
Afghanistan,700,36.0,AFG,1,2001,1,2,2,2,1.0,99.1922454834,-0.13959061406787487,-0.12936076758555126,0,0,0,0,,,0
Afghanistan,700,36.0,AFG,1,2002,1,2,2,2,1.0,99.3481521606,0.1571762756657158,0.15784124444284675,0,0,0,0,,,0
Afghanistan,700,36.0,AFG,1,2002,1,2,2,2,1.0,99.1933746338,-0.15579306049878783,-0.1382073989009469,0,0,0,0,,,0
Afghanistan,700,36.0,AFG,1,2003,1,1,2,2,1.0,99.3843231201,0.19250125021448294,0.1938844653814109,0,0,0,0,,,0
Afghanistan,700,36.0,AFG,1,2003,1,1,2,2,1.0,99.2992248535,-0.08562544265374727,-0.04891725293805216,0,0,0,0,,,0
Afghanistan,700,36.0,AFG,1,2004,1,2,2,2,1.0,99.4710159302,0.1730034418228943,0.27987924938362996,0,0,0,0,,,0
Afghanistan,700,36.0,AFG,1,2004,1,2,2,2,1.0,99.3788528442,-0.09265320670361898,-0.005275207534471971,0,0,0,0,,,0
Afghanistan,700,36.0,AFG,1,2005,1,2,2,2,1.0,99.6040725708,0.22662741635093298,0.3069776514702083,0,0,0,0,,,0
Afghanistan,700,36.0,AFG,1,2005,1,2,2,2,1.0,99.4469680786,-0.15772898451349437,-0.023754774866180384,0,0,0,0,,,0
Afghanistan,700,36.0,AFG,1,2006,1,2,2,2,1.0,99.738243103,0.2928948262854947,0.3617932581229333,0,0,0,0,,,0
Afghanistan,700,36.0,AFG,1,2006,1,2,2,2,1.0,99.5335693359,-0.2052109208386943,-0.070045079066694,0,0,0,0,,,0
Afghanistan,700,36.0,AFG,1,2007,2,2,2,2,1.0,99.8214035034,0.2891830057140332,0.3768669111608336,0,0,0,0,,,0
Afghanistan,700,36.0,AFG,1,2007,2,2,2,2,1.0,99.6261825562,-0.1955702287769867,-0.1115981439016478,0,0,0,0,,,0
Afghanistan,700,36.0,AFG,1,2008,2,2,2,2,1.0,99.8793945313,0.2541620772803954,0.3477748542174419,0,0,0,0,,,0
Afghanistan,700,36.0,AFG,1,2008,2,2,2,2,1.0,99.8023452759,-0.07714229322430821,-0.018550444720899506,0,0,0,0,,,0
Afghanistan,700,36.0,AFG,1,2009,2,2,2,2,1.0,99.7564620972,-0.04597404857886733,0.13104573547721987,0,0,0,0,,,0
Afghanistan,700,36.0,AFG,1,2009,2,2,2,2,1.0,99.6255264282,-0.13125532546695018,-0.2543716672701257,0,0,0,0,,,0
Afghanistan,700,36.0,AFG,1,2010,2,2,2,2,1.0,100.1203231812,0.49665660071227524,0.31942722666645773,0,0,0,0,,,0
Afghanistan,700,36.0,AFG,1,2010,2,2,2,2,1.0,100.0506134033,-0.06962600167983446,0.2957752735654906,0,0,0,0,,,0
Afghanistan,700,36.0,AFG,1,2011,2,2,2,2,1.0,100.299949646,0.2492101089824672,0.676240708014908,0,0,0,0,,,0
Afghanistan,700,36.0,AFG,1,2011,2,2,2,2,1.0,100.2667999268,-0.03305058409002193,0.14653352321261082,0,0,0,0,,,0
Afghanistan,700,36.0,AFG,1,2012,2,3,2,2,1.0,100.0,-0.26608999887777207,-0.049930473985326795,0,0,0,0,,,0
Afghanistan,700,36.0,AFG,1,2012,2,3,2,2,1.0,100.0,0.0,-0.299140582967794,0,0,0,0,,,0
Afghanistan,700,36.0,AFG,1,2013,2,3,2,2,1.0,100.0335540771,0.033554077100017565,-0.2325359217777545,0,0,0,0,,,0
Afghanistan,700,36.0,AFG,1,2013,2,3,2,2,1.0,100.0461349487,0.012576651620621604,0.04613072872063917,0,0,0,0,,,0
Afghanistan,700,36.0,AFG,1,2014,2,3,2,2,1.0,99.8805236816,-0.16553489765989138,-0.11940416893925221,0,0,0,0,,,0
Afghanistan,700,36.0,AFG,1,2014,2,3,2,2,1.0,99.9378738403,0.05741876052114403,-0.09553948551812574,0,0,0,0,,,0
Afghanistan,700,36.0,AFG,1,2015,2,3,2,2,1.0,99.5950088501,-0.3430781314678555,-0.45119426860660283,0,0,0,0,,,0
Afghanistan,700,36.0,AFG,1,2015,2,3,2,2,1.0,99.6708526611,0.07615222075449957,-0.2095071501922119,0,0,0,0,,,0
Afghanistan,700,36.0,AFG,1,2016,2,3,2,2,1.0,99.7117156982,0.04099798086301121,-0.2259279298503447,0,0,0,0,,,0
Afghanistan,700,36.0,AFG,1,2016,2,3,2,2,1.0,99.7267379761,0.01506570997682477,0.13221591159433554,0,0,0,0,,,0
Afghanistan,700,36.0,AFG,1,2017,2,3,2,2,1.0,99.9172210693,0.1910050374310357,0.24706872827087167,0,0,0,0,,,0
Afghanistan,700,36.0,AFG,1,2017,2,3,2,2,1.0,99.8606719971,-0.05659592169879879,0.14947482570906168,0,0,0,0,,,0
Afghanistan,700,36.0,AFG,1,2018,2,3,2,2,1.0,99.9852676392,0.12476948092601248,0.2591785966582494,0,0,0,0,,,0
Afghanistan,700,36.0,AFG,1,2018,2,3,2,2,1.0,99.9039916992,-0.08128791562901361,-0.01311435640179992,0,0,0,0,,,0
Afghanistan,700,36.0,AFG,1,2019,2,3,2,2,1.0,99.8173675537,-0.08670739179353903,-0.043225826496540165,0,0,0,0,,,0
Afghanistan,700,36.0,AFG,1,2019,2,3,2,2,1.0,99.7928619385,-0.024550452291594027,-0.19254575971414667,0,0,0,0,,,0
Afghanistan,700,36.0,AFG,1,2020,2,3,2,2,1.0,99.7228088379,-0.07019850842955311,-0.18145635251468617,0,0,0,0,,,0
Afghanistan,700,36.0,AFG,1,2020,2,3,2,2,1.0,99.701499939,-0.02136812946639255,-0.11611709018753968,0,0,0,0,,,0
Afghanistan,700,36.0,AFG,1,2021,1,1,1,1,1.0,100.2393798828,0.5394903227424752,0.44792368484652956,0,0,0,0,,,0
Afghanistan,700,36.0,AFG,1,2021,1,1,1,1,1.0,100.0392227173,-0.1996791737279402,0.31844301954814247,0,0,0,0,,,0
Afghanistan,700,36.0,AFG,1,2022,1,1,1,1,1.0,100.5235519409,0.4841393309988673,0.8239504800134023,0,0,0,0,,,0
Afghanistan,700,36.0,AFG,1,2022,1,1,1,1,1.0,100.1240844727,-0.3973869411566966,-0.11292678388576949,0,0,0,0,,,0
Afghanistan,700,36.0,AFG,1,2023,1,1,1,1,1.0,100.1533279419,0.029207227565675176,0.11595961740784588,0,0,0,0,,,0
Afghanistan,700,36.0,AFG,1,2023,1,1,1,1,1.0,99.9529266357,-0.20009450541300655,-0.568274219004028,0,0,0,0,,,0
Afghanistan,700,36.0,AFG,1,2024,1,1,1,1,1.0,99.9818496704,0.028936656157574348,-0.14195062168975703,0,0,0,0,,,0
Afghanistan,700,36.0,AFG,1,2024,1,1,1,1,1.0,99.8631744385,-0.118696775756022,-0.2898546250114542,0,0,0,0,,,0
Albania,339,12.0,ALB,2,1975,1,1,1,1,1.0,100.7342147827,,,0,0,0,0,,,1
Albania,339,12.0,ALB,2,1975,1,1,1,1,1.0,98.2005691528,-2.515178815227259,-2.515178815227259,0,0,0,0,,,1
Albania,339,12.0,ALB,2,1976,1,1,1,1,1.0,100.8655090332,2.7137723369539346,0.19859352172667544,0,0,0,0,,,1
Albania,339,12.0,ALB,2,1976,1,1,1,1,1.0,98.4867401123,-2.3583571269312986,-2.159763605204623,0,0,0,0,,,1
Albania,339,12.0,ALB,2,1977,1,1,1,1,1.0,100.9155654907,2.466144554719274,2.82155976474191,0,0,0,0,,,1
Albania,339,12.0,ALB,2,1977,1,1,1,1,1.0,98.5676879883,-2.3265761738375024,-2.218788746049527,0,0,0,0,,,1
Albania,339,12.0,ALB,2,1978,1,1,1,1,1.0,100.8086547852,2.2735308523884834,2.413099233270255,0,0,0,0,,,1
Albania,339,12.0,ALB,2,1978,1,1,1,1,1.0,98.380607605,-2.4085701623274502,-2.461615483776469,0,0,0,0,,,1
Albania,339,12.0,ALB,2,1979,1,1,1,1,1.0,101.4496078491,3.1195174728154695,2.9844781628765027,0,0,0,0,,,1
Albania,339,12.0,ALB,2,1979,1,1,1,1,1.0,99.2098999023,-2.207704883523487,-1.4967575730354676,0,0,0,0,,,1
Albania,339,12.0,ALB,2,1980,1,1,1,1,1.0,101.525680542,2.334223340594588,3.2460359298865704,0,0,0,0,,,1
Albania,339,12.0,ALB,2,1980,1,1,1,1,1.0,99.2025680542,-2.288201837602022,-2.161683380530921,0,0,0,0,,,1
Albania,339,12.0,ALB,2,1981,1,1,1,1,1.0,101.3072814941,2.1216320113306653,2.167653514323231,0,0,0,0,,,1
Albania,339,12.0,ALB,2,1981,1,1,1,1,1.0,98.9026870728,-2.3735652421391196,-2.540135068410476,0,0,0,0,,,1
Albania,339,12.0,ALB,2,1982,1,1,1,1,1.0,101.1261444092,2.2481263170972765,1.9961930862888222,0,0,0,0,,,1
Albania,339,12.0,ALB,2,1982,1,1,1,1,1.0,98.7769622803,-2.3230215515724573,-2.4484604766143003,0,0,0,0,,,1
Albania,339,12.0,ALB,2,1983,1,1,1,1,1.0,100.9344329834,2.184184098492259,2.109288864017078,0,0,0,0,,,1
Albania,339,12.0,ALB,2,1983,1,1,1,1,1.0,98.7104110718,-2.2034323132976597,-2.342269766377858,0,0,0,0,,,1
Albania,339,12.0,ALB,2,1984,1,1,1,1,1.0,100.8159942627,2.1330913001349483,2.1138430853295476,0,0,0,0,,,1
Albania,339,12.0,ALB,2,1984,1,1,1,1,1.0,98.6099777222,-2.188161270077549,-2.25850228324026,0,0,0,0,,,1
Albania,339,12.0,ALB,2,1985,1,1,1,1,1.0,100.7543029785,2.174552013733244,2.1194820437906436,0,0,0,0,,,1
Albania,339,12.0,ALB,2,1985,1,1,1,1,1.0,98.5516891479,-2.186123833410869,-2.1997330897551737,0,0,0,0,,,1
Albania,339,12.0,ALB,2,1986,1,1,1,1,1.0,99.85887146,1.326392600068238,1.3148207803906131,0,0,0,0,,,1
Albania,339,12.0,ALB,2,1986,1,1,1,1,1.0,97.6714096069,-2.190553349059454,-3.050284582402085,0,0,0,0,,,1
Albania,339,12.0,ALB,2,1987,1,1,1,1,1.0,99.9459686279,2.3287869297212493,1.4646261807300331,0,0,0,0,,,1
Albania,339,12.0,ALB,2,1987,1,1,1,1,1.0,97.9192123413,-2.0278519628396885,-1.8896183821778934,0,0,0,0,,,1
Albania,339,12.0,ALB,2,1988,1,1,1,1,1.0,99.8340530396,1.955531149112777,2.2564661159943378,0,0,0,0,,,1
Albania,339,12.0,ALB,2,1988,1,1,1,1,1.0,97.6770782471,-2.160560176440407,-2.2328809901673186,0,0,0,0,,,1
Albania,339,12.0,ALB,2,1989,1,1,1,1,1.0,99.9590988159,2.3362907754335582,2.131261748105928,0,0,0,0,,,1
Albania,339,12.0,ALB,2,1989,1,1,1,1,1.0,97.8432006836,-2.116763913805353,-1.9410333148122016,0,0,0,0,,,1
Albania,339,12.0,ALB,2,1990,1,2,2,2,1.0,100.0193252563,2.2240938128516685,2.443620674479874,0,0,0,0,,,1
Albania,339,12.0,ALB,2,1990,1,2,2,2,1.0,98.0683135986,-1.9506346925461826,-1.843304793499867,0,0,0,0,,,1
Albania,339,12.0,ALB,2,1991,2,2,3,4,2.0,99.7451324463,1.7098477440565807,1.9833068643620666,0,0,0,0,,,1
Albania,339,12.0,ALB,2,1991,2,2,3,4,2.0,97.6802368164,-2.070171826190803,-2.310958774680405,0,0,0,0,,,1
Albania,339,12.0,ALB,2,1992,2,3,3,4,2.0,99.6441574097,2.01056084353215,1.6502367613979274,0,0,0,0,,,1
Albania,339,12.0,ALB,2,1992,2,3,3,4,2.0,97.6713104248,-1.9798922848917155,-2.039503267550369,0,0,0,0,,,1
Albania,339,12.0,ALB,2,1993,2,3,3,4,2.0,99.2460098267,1.6122435493608034,1.6429121080012377,0,0,0,0,,,1
Albania,339,12.0,ALB,2,1993,2,3,3,4,2.0,97.4439086914,-1.8157920287644513,-2.1834407642953635,0,0,0,0,,,1
Albania,339,12.0,ALB,2,1994,2,3,4,4,2.0,99.2342605591,1.837315325034794,1.633766845631146,0,0,0,0,,,1
Albania,339,12.0,ALB,2,1994,2,3,4,4,2.0,97.458694458,-1.7892672259522069,-1.7677439296818642,0,0,0,0,,,1
Albania,339,12.0,ALB,2,1995,2,3,3,4,2.0,99.2874679565,1.876460082571807,1.924508181654394,0,0,0,0,,,1
Albania,339,12.0,ALB,2,1995,2,3,3,4,2.0,97.5738220215,-1.7259438378978254,-1.6387509812782253,0,0,0,0,,,1
Albania,339,12.0,ALB,2,1996,2,3,3,4,2.0,99.1695022583,1.6353569059213369,1.7858731505953185,0,0,0,0,,,1
Albania,339,12.0,ALB,2,1996,2,3,3,4,2.0,97.6459960938,-1.536264809045662,-1.6268517410221506,0,0,0,0,,,1
Albania,339,12.0,ALB,2,1997,3,3,4,4,2.0,99.2049255371,1.5965113836336586,1.6956034805093334,0,0,0,0,,,1
Albania,339,12.0,ALB,2,1997,3,3,4,4,2.0,97.6274337769,-1.5901345136437262,-1.5298879390557296,0,0,0,0,,,1
Albania,339,12.0,ALB,2,1998,3,3,4,4,2.0,98.9206314087,1.3246252428956051,1.3310021128855376,0,0,0,0,,,1
Albania,339,12.0,ALB,2,1998,3,3,4,4,2.0,97.0864257813,-1.8542194901908893,-2.1197287609390103,0,0,0,0,,,1
Albania,339,12.0,ALB,2,1999,3,3,3,4,2.0,98.9336929321,1.902703839320674,1.37310959202539,0,0,0,0,,,1
Albania,339,12.0,ALB,2,1999,3,3,3,4,2.0,97.4427947998,-1.506967028232975,-1.4584826791031902,0,0,0,0,,,1
Albania,339,12.0,ALB,2,2000,3,3,3,4,2.0,99.0685195923,1.6683889207407487,2.064125731828448,0,0,0,0,,,1
Albania,339,12.0,ALB,2,2000,3,3,3,4,2.0,98.0749893188,-1.0028718280930438,-0.84144993558527,0,0,0,0,,,1
Albania,339,12.0,ALB,2,2001,2,3,3,4,2.0,99.0082778931,0.9516071128657266,1.6171242055134316,0,0,0,0,,,1
Albania,339,12.0,ALB,2,2001,2,3,3,4,2.0,97.8767089844,-1.1429033337210126,-1.1941680489483297,0,0,0,0,,,1
Albania,339,12.0,ALB,2,2002,2,3,3,4,2.0,99.0151977539,1.1631866062042029,0.9718903853489169,0,0,0,0,,,1
Albania,339,12.0,ALB,2,2002,2,3,3,4,2.0,97.9415435791,-1.0843327076602294,-1.064049435177039,0,0,0,0,,,1
Albania,339,12.0,ALB,2,2003,2,3,3,4,2.0,99.0572052002,1.1391096978157877,1.2179635963597613,0,0,0,0,,,1
Albania,339,12.0,ALB,2,2003,2,3,3,4,2.0,98.1533508301,-0.9124569669346827,-0.8576799767791243,0,0,0,0,,,1
Albania,339,12.0,ALB,2,2004,2,3,3,4,2.0,99.1254806519,0.9904193933049976,1.2170721241861027,0,0,0,0,,,1
Albania,339,12.0,ALB,2,2004,2,3,3,4,2.0,98.5599212646,-0.5705489482427661,-0.4925865218724512,0,0,0,0,,,1
Albania,339,12.0,ALB,2,2005,2,3,3,4,2.0,99.2845840454,0.7352509737244217,1.1551214187866532,0,0,0,0,,,1
Albania,339,12.0,ALB,2,2005,2,3,3,4,2.0,99.0548629761,-0.23137637278608514,-0.06667434730442956,0,0,0,0,,,1
Albania,339,12.0,ALB,2,2006,2,3,3,4,2.0,99.5419998169,0.49178488179579816,0.9956594827341347,0,0,0,0,,,1
Albania,339,12.0,ALB,2,2006,2,3,3,4,2.0,99.5459747314,0.003993203378782617,0.26440171238849564,0,0,0,0,,,1
Albania,339,12.0,ALB,2,2007,2,4,4,4,2.0,99.586517334,0.0407275158130771,0.5365056009876579,0,0,0,0,,,1
Albania,339,12.0,ALB,2,2007,2,4,4,4,2.0,99.6807403564,0.09461423586485385,0.13933495505671356,0,0,0,0,,,1
Albania,339,12.0,ALB,2,2008,2,4,4,4,2.0,99.7269973755,0.046405172087027324,0.18174692376495827,0,0,0,0,,,1
Albania,339,12.0,ALB,2,2008,2,4,4,4,2.0,99.9545669556,0.22819255175519082,0.369211959707072,0,0,0,0,,,1
Albania,339,12.0,ALB,2,2009,2,3,4,4,2.0,99.1032714844,-0.8516824164504166,-0.5770846926081985,0,0,0,0,,,1
Albania,339,12.0,ALB,2,2009,2,3,4,4,2.0,99.1989593506,0.09655369067718134,-0.5269361740180445,0,0,0,0,,,1
Albania,339,12.0,ALB,2,2010,2,4,4,4,2.0,99.8359451294,0.6421294970935021,-0.11299922867973322,0,0,0,0,,,1
Albania,339,12.0,ALB,2,2010,2,4,4,4,2.0,99.818862915,-0.017110284655352803,0.7215729031153306,0,0,0,0,,,1
Albania,339,12.0,ALB,2,2011,2,4,4,4,2.0,100.3032226563,0.48523868851566565,1.110257900953815,0,0,0,0,,,1
Albania,339,12.0,ALB,2,2011,2,4,4,4,2.0,100.1882705688,-0.11460458044693089,0.35352382341338195,0,0,0,0,,,1
Albania,339,12.0,ALB,2,2012,2,3,4,4,2.0,100.0,-0.18791677681541108,0.18271733125332368,0,0,0,0,,,1
Albania,339,12.0,ALB,2,2012,2,3,4,4,2.0,100.0,0.0,-0.30252135726234197,0,0,0,0,,,1
Albania,339,12.0,ALB,2,2013,2,4,4,4,2.0,100.1586990356,0.1586990355999962,-0.029217741215414872,0,0,0,0,,,1
Albania,339,12.0,ALB,2,2013,2,4,4,4,2.0,100.0947113037,-0.06388634488678768,0.09481269071320853,0,0,0,0,,,1
Albania,339,12.0,ALB,2,2014,2,4,4,4,2.0,99.7648010254,-0.32959811163149055,-0.23478542091828203,0,0,0,0,,,1
Albania,339,12.0,ALB,2,2014,2,4,4,4,2.0,99.9804077148,0.21611498963958198,-0.17736946687869626,0,0,0,0,,,1
Albania,339,12.0,ALB,2,2015,2,4,4,4,2.0,96.728302002,-3.2527429994852697,-3.3662261214771783,0,0,0,0,,,1
Albania,339,12.0,ALB,2,2015,2,4,4,4,2.0,99.0199584961,2.3691685335824664,-0.6674594762632213,0,0,0,0,,,1
Albania,339,12.0,ALB,2,2016,2,4,4,4,2.0,96.3425827026,-2.70387488963193,-3.587449355534733,0,0,0,0,,,1
Albania,339,12.0,ALB,2,2016,2,4,4,4,2.0,98.8965530396,2.650925754070599,2.3162193980211354,0,0,0,0,,,1
Albania,339,12.0,ALB,2,2017,2,4,4,4,2.0,97.2475280762,-1.6674241039924764,-1.7203732395538074,0,0,0,0,,,1
Albania,339,12.0,ALB,2,2017,2,4,4,4,2.0,99.2547531128,2.0640370776594086,3.047538727737531,0,0,0,0,,,1
Albania,339,12.0,ALB,2,2018,2,4,4,4,2.0,98.146194458,-1.11688218451379,-0.7202692108468578,0,0,0,0,,,1
Albania,339,12.0,ALB,2,2018,2,4,4,4,2.0,99.5534286499,1.433814321249316,2.3809692143949346,0,0,0,0,,,1
Albania,339,12.0,ALB,2,2019,2,4,4,4,2.0,97.5925979614,-1.9696264760460047,-1.6526943393104787,0,0,0,0,,,1
Albania,339,12.0,ALB,2,2019,2,4,4,4,2.0,99.3108673096,1.7606554022463916,1.2248432474497029,0,0,0,0,,,1
Albania,339,12.0,ALB,2,2020,2,4,4,2,2.0,96.2572174072,-3.074839627450132,-3.2838107012497453,0,0,0,0,,,1
Albania,339,12.0,ALB,2,2020,2,4,4,2,2.0,98.8758163452,2.7204182798287624,1.4062340546250218,0,0,0,0,,,1
Albania,339,12.0,ALB,2,2021,2,4,4,2,2.0,98.2422866821,-0.6407326751044828,-0.9951540227258526,0,0,0,0,,,1
Albania,339,12.0,ALB,2,2021,2,4,4,2,2.0,99.6873168945,1.470884138798545,3.5505697435228245,0,0,0,0,,,1
Albania,339,12.0,ALB,2,2022,2,4,4,4,2.0,99.0928497314,-0.5963317918659006,0.23381967182816155,0,0,0,0,,,1
Albania,339,12.0,ALB,2,2022,2,4,4,4,2.0,99.9575119019,0.8725777620118391,1.7471301089444835,0,0,0,0,,,1
Albania,339,12.0,ALB,2,2023,2,4,4,4,3.0,98.4003753662,-1.5577984146186163,-1.2815524444726778,0,0,0,0,,,1
Albania,339,12.0,ALB,2,2023,2,4,4,4,3.0,99.6922225952,1.3128478668829713,0.6276272142761941,0,0,0,0,,,1
